,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.43,0.99,0.48,0.39,0.23,0.2,0.99,0.12
forester-atv.csv,0.75,1.0,0.75,1.0,0.5,0.0,0.93,0.21
google-collections.csv,0.48,1.0,0.49,0.4,0.23,0.19,0.88,0.12
jsecurity.csv,0.66,1.0,0.67,0.48,0.23,0.97,0.89,0.12
opensim4opencog.csv,0.18,0.96,0.33,0.53,0.16,0.09,0.92,1.0
paintown.csv,0.99,1.0,0.76,0.43,0.35,0.22,0.89,0.19
smbopensoft.csv,0.42,1.0,0.94,0.51,0.37,0.3,1.0,0.12
thout.csv,0.39,0.96,1.0,0.47,1.0,0.14,0.83,0.11
