,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.73,0.39,0.29,0.34,0.52,0.52,0.37,0.51
forester-atv.csv,0.88,0.0,0.55,0.6,0.88,0.5,0.93,0.95
google-collections.csv,0.45,0.39,0.27,0.37,0.46,0.46,0.36,0.41
jsecurity.csv,0.5,0.92,0.67,0.59,0.95,0.84,0.95,0.62
opensim4opencog.csv,0.94,0.5,0.89,0.63,0.76,0.69,0.64,0.94
paintown.csv,0.5,0.44,0.66,0.33,0.51,0.52,0.46,0.43
smbopensoft.csv,0.89,0.53,0.42,0.31,0.51,0.64,0.86,0.5
thout.csv,0.7,0.8,0.75,0.93,0.79,0.91,0.73,0.63
