,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.38,0.82,0.91,0.85,0.82,0.79,1.0,0.7
forester-atv.csv,0.09,0.01,0.54,0.77,0.09,0.0,0.14,0.17
google-collections.csv,0.91,1.0,1.0,0.96,1.0,1.0,0.92,0.96
jsecurity.csv,0.54,0.15,0.02,0.5,0.11,0.95,0.17,0.57
opensim4opencog.csv,0.04,0.68,0.03,0.62,0.43,0.33,0.52,0.78
paintown.csv,0.99,0.51,0.39,0.81,0.64,0.72,0.47,0.65
smbopensoft.csv,0.24,0.4,0.98,0.88,0.57,0.33,0.2,0.43
thout.csv,0.47,0.3,0.04,0.27,0.86,0.21,0.39,0.52
