,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,0.0,0.0,1.0
irrlicht.csv,0.0,1.0,0.56,0.48,0.35,0.75
qedo.csv,0.0,0.04,0.04,0.04,0.96,0.0
qse.csv,0.71,0.5,1.0,0.62,0.11,0.75
toped.csv,1.0,0.09,0.17,0.57,0.31,0.42
truevision.csv,0.51,0.6,0.75,0.96,0.51,0.27
