,toped.csv,irrlicht.csv,qse.csv,truevision.csv,qedo.csv,genoviz.csv
genoviz.csv,0.0,0.0,0.0,0.0,0.0,1.0
irrlicht.csv,0.96,1.0,0.74,0.89,0.32,0.8
qedo.csv,0.0,0.03,0.03,0.03,0.95,0.0
qse.csv,0.76,0.47,1.0,0.61,0.09,1.0
toped.csv,1.0,0.97,0.77,0.61,0.27,0.4
truevision.csv,0.76,0.61,0.83,0.95,0.68,1.0
