,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,287.0,5376.0,97.5,777.0,99.0,98.5
google-web-toolkit.csv,289.0,1905.5,466.0,2065.0,99.0,98.5
open-data-kit.csv,289.0,6780.0,189.5,682.0,99.0,98.5
qtractor.csv,190.0,4906.5,97.5,2911.0,99.0,98.5
quarkplayer.csv,289.0,1739.5,166.0,291.5,82.5,191.0
zoolib.csv,93.5,2562.5,97.5,1030.0,99.0,98.5
