,smbopensoft.csv,lamp.csv,thout.csv,bscwweasel.csv,retromenu.csv,capcode.csv,boost-sandbox.csv,stuproa-cims.csv,nodal.csv,pydev.csv,mecat.csv,emite.csv,fluent-nhibernate.csv,uface.csv,cme.csv
boost-sandbox.csv,197.5,859.0,98.5,290.5,557.0,195.0,98.5,197.0,97.5,295.5,383.0,98.5,98.5,98.5,1463.0
bscwweasel.csv,96.5,89.5,197.5,192.0,280.5,195.0,98.5,296.0,288.5,295.5,383.0,98.5,98.5,98.5,1232.0
capcode.csv,96.5,295.0,197.5,196.0,273.5,96.5,95.5,720.5,286.5,98.5,190.0,93.5,98.5,98.5,1418.5
cme.csv,0.0,0.0,0.0,178.0,0.0,0.0,0.0,13.5,35.5,0.0,59.5,0.0,87.5,0.0,68.5
emite.csv,197.5,657.0,98.5,287.5,142.5,743.5,91.5,57.5,97.5,86.5,0.0,98.5,119.5,85.5,655.0
fluent-nhibernate.csv,96.5,277.5,98.5,187.0,374.0,96.5,98.5,387.0,190.0,197.0,383.0,98.5,98.5,88.5,343.0
lamp.csv,98.5,192.0,98.5,192.0,756.0,195.0,98.5,97.5,190.0,98.5,383.0,95.5,197.5,97.5,1508.5
mecat.csv,49.5,55.5,87.5,100.5,188.0,278.0,0.0,90.5,0.0,272.5,92.5,0.0,210.5,41.0,814.5
nodal.csv,98.5,95.5,196.5,92.5,560.0,416.5,95.5,139.5,93.5,197.0,988.0,92.5,98.5,98.5,1054.5
pydev.csv,293.0,95.5,197.5,482.5,280.5,96.5,98.5,296.0,288.5,190.0,383.0,97.5,296.5,98.5,1326.0
retromenu.csv,98.5,372.0,98.5,267.5,169.0,341.0,96.5,193.0,97.5,94.5,187.0,81.5,98.5,98.5,256.5
smbopensoft.csv,98.5,394.0,98.5,196.0,570.0,290.5,96.5,294.0,97.5,184.0,505.5,95.5,769.0,98.5,1096.5
stuproa-cims.csv,0.0,91.5,197.5,280.5,660.5,152.0,155.5,188.0,190.0,385.0,588.0,98.5,197.5,98.5,618.0
thout.csv,98.5,394.0,382.0,178.0,460.5,292.5,98.5,389.5,97.5,295.5,288.5,97.5,98.5,98.5,306.0
uface.csv,197.5,394.0,197.5,294.5,280.5,292.5,98.5,296.0,290.5,190.0,187.0,98.5,395.5,98.5,1505.0
