,rhex.csv,qgo.csv,flylegacy.csv,firebird.csv,mcore3d.csv,yield.csv,gzigzag.csv,webdriver.csv,hydrogen.csv,qtractor.csv,ogrehg.csv,dspace-gsoc.csv,nabu-library.csv,xined.csv,rocrail.csv
dspace-gsoc.csv,0.65,0.53,0.63,0.59,0.66,0.66,0.45,0.49,0.63,0.61,0.59,0.71,0.09,0.49,0.71
firebird.csv,0.46,0.65,0.51,0.61,0.62,0.51,0.63,0.43,0.71,0.61,0.62,0.36,0.46,0.6,0.71
flylegacy.csv,0.49,0.61,0.71,0.48,0.62,0.59,0.29,0.37,0.48,0.73,0.63,0.46,0.41,0.57,0.62
gzigzag.csv,0.38,0.78,0.52,0.56,0.52,0.2,0.55,0.66,0.61,0.41,0.48,0.37,0.53,0.74,0.78
hydrogen.csv,0.17,0.0,0.0,0.0,0.0,0.0,0.45,0.38,0.71,0.0,0.0,0.0,0.0,0.0,0.0
mcore3d.csv,0.58,0.66,0.68,0.56,0.68,0.58,0.54,0.24,0.43,0.58,0.39,0.2,0.15,0.61,0.83
nabu-library.csv,0.2,0.12,0.07,0.6,0.55,0.48,0.25,0.31,0.56,0.29,0.37,0.4,0.84,0.24,0.06
ogrehg.csv,0.38,0.65,0.47,0.45,0.66,0.63,0.67,0.53,0.64,0.58,0.66,0.32,0.46,0.7,0.74
qgo.csv,0.44,0.87,0.0,0.5,0.63,0.7,0.58,0.59,0.76,0.0,0.63,0.37,0.69,0.62,0.56
qtractor.csv,0.38,0.2,0.46,0.49,0.64,0.7,0.61,0.59,0.72,0.75,0.66,0.57,0.5,0.73,0.71
rhex.csv,0.81,0.63,0.55,0.32,0.18,0.28,0.41,0.39,0.49,0.32,0.28,0.04,0.62,0.24,0.31
rocrail.csv,0.71,0.65,0.46,0.58,0.56,0.68,0.42,0.6,0.74,0.59,0.53,0.37,0.57,0.59,0.82
webdriver.csv,0.46,0.68,0.64,0.64,0.67,0.71,0.57,0.74,0.76,0.6,0.6,0.59,0.36,0.68,0.79
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0
yield.csv,0.56,0.68,0.32,0.65,0.59,0.74,0.05,0.17,0.7,0.68,0.69,0.59,0.3,0.32,0.73
