,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.36,0.29,0.25,0.42,0.66,0.33,0.71,0.4,0.38,0.23,0.0,0.27,0.85
avifile.csv,0.18,0.0,0.0,0.23,0.21,0.32,0.0,0.13,0.03,0.3,0.02,0.07,0.0
baadengine.csv,0.04,0.8,1.0,0.7,0.69,0.51,0.99,0.77,0.96,0.94,0.95,0.78,1.0
gdis.csv,0.76,0.57,0.75,0.88,0.72,0.7,0.53,0.87,0.94,0.81,0.8,0.99,0.0
gogoego.csv,0.51,0.23,0.0,0.18,0.03,0.16,0.68,0.01,0.21,0.26,0.33,0.17,0.92
impala.csv,0.34,0.06,0.0,0.19,0.48,0.63,0.07,0.07,0.08,0.04,0.55,0.01,0.77
jgameai.csv,0.65,0.4,1.0,0.54,0.48,0.0,1.0,0.62,0.27,0.83,0.49,0.13,0.38
jhotdraw.csv,0.23,0.05,0.0,0.12,0.41,0.21,0.46,0.28,0.0,0.19,0.22,0.13,0.54
patterntesting.csv,0.32,0.58,1.0,0.34,0.41,0.35,0.34,0.42,0.28,0.02,0.44,0.32,0.31
pokeglobal.csv,0.53,0.43,0.75,0.52,0.0,0.56,0.51,0.58,0.76,0.19,0.73,0.68,0.62
werx.csv,0.98,0.98,0.0,0.98,1.0,1.0,1.0,1.0,1.0,1.0,0.96,0.97,1.0
zealos.csv,0.68,0.54,0.75,0.54,0.62,0.62,0.0,0.56,0.75,0.51,0.78,0.64,1.0
