,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,archive-crawler.csv,impala.csv,gdis.csv
archive-crawler.csv,0.81,0.1,0.97,0.0,0.49,0.16,0.21,0.28,0.14,0.59,1.0,0.15,0.74
avifile.csv,0.22,1.0,1.0,0.0,0.45,0.38,0.0,0.15,0.25,0.22,0.0,0.2,0.0
baadengine.csv,0.99,0.05,0.98,0.01,0.64,0.35,0.31,0.27,0.19,0.41,0.31,0.12,0.81
gdis.csv,0.79,0.1,0.98,0.01,0.64,0.28,0.42,0.24,0.18,0.42,0.3,0.11,1.0
gogoego.csv,0.67,0.0,1.0,0.0,0.89,0.38,0.38,0.96,0.23,0.45,0.36,0.09,0.82
impala.csv,0.8,0.0,1.0,0.0,0.33,0.31,0.38,0.28,0.29,0.5,0.32,0.96,0.75
jgameai.csv,0.75,0.1,0.96,0.0,0.52,1.0,0.31,0.23,0.13,0.35,0.23,0.11,0.84
jhotdraw.csv,0.76,0.0,1.0,0.0,0.45,0.32,0.11,0.26,1.0,0.18,0.33,0.21,0.63
patterntesting.csv,0.82,0.0,0.95,0.03,0.64,0.24,0.41,0.25,0.29,0.96,0.35,0.12,0.88
pokeglobal.csv,0.77,0.0,0.98,0.02,1.0,0.26,0.42,0.3,0.19,0.59,0.32,0.12,0.87
werx.csv,0.75,0.07,1.0,0.01,0.58,0.29,0.31,0.24,0.18,0.37,0.3,0.12,0.81
zealos.csv,0.71,0.1,0.98,0.02,0.59,0.26,1.0,0.25,0.2,0.48,0.28,0.13,0.76
