,f1,g,recall,precision,pf,wins
checker-framework.csv,0.54,0.585,0.775,0.425,0.6,16
clamav.csv,0.535,0.62,0.8049999999999999,0.41000000000000003,0.585,17
customsagetv.csv,0.325,0.30000000000000004,0.255,0.635,0.13,11
gss.csv,0.59,0.655,0.775,0.475,0.595,19
guineu.csv,0.255,0.225,0.19,0.45999999999999996,0.135,1
inkscape.csv,0.505,0.4,0.6799999999999999,0.41000000000000003,0.67,9
mpqc.csv,0.155,0.16499999999999998,0.135,0.235,0.24,0
nsis.csv,0.405,0.515,0.67,0.31,0.7,6
octave.csv,0.39,0.405,0.37,0.38,0.395,5
owfs.csv,0.48,0.48,0.75,0.395,0.755,10
owlib.csv,0.525,0.595,0.625,0.53,0.405,18
pamguard.csv,0.325,0.3,0.37,0.365,0.325,2
papertoolkit.csv,0.34,0.315,0.28,0.44,0.22999999999999998,4
prelude.csv,0.535,0.43999999999999995,0.95,0.375,0.865,12
pustefix.csv,0.455,0.515,0.52,0.43,0.295,14
robocode.csv,0.49,0.58,0.605,0.4,0.435,15
scenemonitor.csv,0.325,0.355,0.31,0.46499999999999997,0.19,8
tango-cs.csv,0.45999999999999996,0.52,0.515,0.44,0.435,13
uwom-server.csv,0.42,0.395,0.35,0.39,0.325,7
zengine.csv,0.535,0.21,0.955,0.38,0.95,3
