,f1,g,recall,precision,pf,wins
cleartk.csv,0.48,0.56,0.68,0.36,0.63,10
encog-cs.csv,0.52,0.58,0.78,0.42,0.65,14
extprosys.csv,0.47,0.5,0.77,0.36,0.74,7
ibatisdb.csv,0.38,0.39,0.34,0.62,0.3,9
intact.csv,0.43,0.53,0.52,0.47,0.39,12
japano.csv,0.51,0.29,0.83,0.35,0.85,4
lockss.csv,0.34,0.4,0.35,0.48,0.19,8
ofbiz.csv,0.49,0.53,0.76,0.36,0.64,11
officefloor.csv,0.36,0.34,0.42,0.45,0.28,5
opennms.csv,0.16,0.18,0.15,0.34,0.16,0
papertoolkit.csv,0.3,0.27,0.23,0.44,0.18,3
rohxel.csv,0.22,0.19,0.16,0.5,0.14,2
sevenupdate.csv,0.52,0.0,1.0,0.37,1.0,1
web-cat.csv,0.52,0.41,0.9,0.36,0.87,6
xcf.csv,0.53,0.56,0.57,0.42,0.45,13
