,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.39,0.53,0.59,0.39,0.44,0.48,0.48,0.46,0.42,0.43,0.5,0.45,0.38,0.42,0.47,0.42,0.41
encog-cs.csv,0.42,0.42,0.56,0.38,0.37,0.36,0.38,0.49,0.43,0.49,0.47,0.36,0.46,0.43,0.45,0.44,0.39
extprosys.csv,0.42,0.44,0.55,0.39,0.39,0.4,0.78,0.53,0.42,0.44,0.43,0.43,0.42,0.4,0.47,0.44,0.6
ibatisdb.csv,0.93,0.67,0.64,0.57,0.51,0.64,0.62,0.62,0.64,0.5,0.48,0.87,0.53,0.96,0.62,0.73,0.62
intact.csv,0.47,0.43,0.68,0.41,0.47,0.59,0.82,0.55,0.53,0.46,0.42,0.72,0.52,0.41,0.57,0.52,0.71
japano.csv,0.38,0.45,0.55,0.38,0.41,0.38,0.38,0.55,0.36,0.45,0.47,0.44,0.34,0.41,0.51,0.44,0.43
lockss.csv,0.67,0.47,0.69,0.89,0.64,0.88,0.67,0.39,0.92,0.42,0.49,0.92,0.5,0.49,0.54,0.5,0.8
ofbiz.csv,0.37,0.48,0.48,0.41,0.48,0.38,0.39,0.42,0.53,0.64,0.45,0.47,0.52,0.46,0.44,0.44,0.38
officefloor.csv,0.48,0.67,0.63,0.49,0.86,0.64,0.0,0.41,0.55,0.77,0.51,0.42,0.5,0.74,0.45,0.78,0.37
opennms.csv,0.57,0.5,0.75,0.91,0.55,0.9,0.43,0.8,0.97,0.58,0.99,0.94,0.46,0.57,0.92,0.8,0.0
papertoolkit.csv,0.42,0.78,0.93,0.65,0.95,0.94,0.89,0.88,0.79,0.77,0.61,0.69,0.79,0.64,0.94,0.59,0.85
rohxel.csv,0.65,0.76,0.59,0.93,0.94,0.85,0.46,0.78,0.9,0.88,1.0,0.71,0.0,0.93,0.94,0.75,0.0
sevenupdate.csv,0.3,0.6,0.47,0.35,0.39,0.33,0.36,0.47,0.38,0.65,0.45,0.38,0.37,0.41,0.42,0.41,0.32
web-cat.csv,0.34,0.74,0.48,0.38,0.39,0.39,0.4,0.55,0.37,0.46,0.51,0.39,0.4,0.4,0.47,0.44,0.65
xcf.csv,0.39,0.5,0.5,0.35,0.46,0.55,0.43,0.38,0.4,0.47,0.43,0.33,0.9,0.45,0.4,0.42,0.33
