,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.51,0.56,0.46,0.58,0.86,0.09,0.48,0.12,0.51,0.07,0.0,0.48,0.6
cme.csv,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.24,0.11,1.0
hydrate.csv,0.07,0.22,0.53,0.0,0.44,0.0,0.15,0.59,0.04,0.16,0.46,0.2,0.24,0.68,0.44
ivef-sdk.csv,0.62,0.29,0.57,0.34,0.44,1.0,0.39,0.0,0.53,0.52,0.48,0.36,0.33,0.0,0.68
jmri.csv,0.44,0.28,0.61,0.2,0.17,0.62,0.47,0.55,0.54,0.35,0.43,0.17,0.24,0.28,0.3
jython.csv,0.63,0.47,0.34,0.36,0.43,0.6,0.13,0.9,0.66,0.27,0.66,0.46,0.27,0.5,0.17
kdenlive.csv,0.68,0.51,0.56,0.38,0.65,0.0,0.37,0.05,0.43,0.56,0.49,0.49,0.69,0.69,0.69
ninject.csv,0.23,0.31,0.57,0.26,0.33,0.39,0.43,0.11,0.16,0.04,0.14,0.56,0.97,0.48,0.23
ondex.csv,0.46,0.35,0.55,0.49,0.13,0.0,0.27,0.3,0.32,0.25,0.52,0.11,0.24,0.39,0.53
opentibia.csv,0.38,0.78,0.42,0.44,0.52,0.05,0.58,0.54,0.2,0.06,0.28,0.2,0.45,0.56,0.0
projectfactory.csv,0.1,0.12,0.5,0.09,0.57,0.07,0.53,0.92,0.55,0.61,0.51,0.46,0.64,0.61,0.71
taverna.csv,0.29,0.27,0.09,0.2,0.69,0.12,0.68,0.26,0.27,0.37,0.28,0.47,0.0,0.04,0.44
tigermud.csv,0.37,0.45,0.48,0.52,0.51,0.0,0.0,0.22,0.04,0.12,0.33,0.7,0.91,0.67,0.0
unbvision.csv,0.64,0.44,0.41,0.26,0.22,0.0,0.33,0.13,0.72,0.35,0.64,0.27,0.44,0.55,0.43
x-ray-mule.csv,0.28,0.26,0.39,0.82,0.63,0.0,0.17,0.17,0.29,0.52,0.51,0.5,0.35,0.07,0.43
