,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,2.0,6.0,490.0,3.0,0.0,7.0,13.0,39.0
apolloplayer.csv,49.0,2.0,207.0,0.0,0.0,48.0,1.0,28.0
k3d.csv,5.0,1.0,490.0,14.0,0.0,4.0,84.0,55.0
kowari.csv,6.0,3.0,15.0,1.0,0.0,29.0,1.0,27.0
redshell.csv,0.0,0.0,490.0,51.0,0.0,0.0,4.0,31.0
rtb-team.csv,0.0,0.0,490.0,0.0,0.0,2.0,8.0,0.0
xreal.csv,6.0,6.0,490.0,2.0,0.0,32.0,9.0,0.0
