,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.27,0.13,0.48,0.34,1.0,0.0,0.57,0.4,0.64,0.43,0.55,0.86
emulemorph.csv,0.21,0.0,0.0,0.11,0.15,0.17,0.0,0.0,0.86,0.0,0.02,0.0
jaxen.csv,0.0,0.0,0.23,0.41,0.1,0.0,0.0,1.0,0.54,0.27,0.07,0.0
jvcl.csv,0.0,0.0,0.9,0.0,0.14,0.02,0.0,0.24,0.0,0.0,0.0,0.0
m-m-m.csv,0.41,0.17,0.0,0.45,0.05,1.0,0.74,0.05,0.29,0.7,0.45,0.09
motu.csv,0.59,0.72,0.62,0.11,0.51,0.26,0.0,0.63,0.0,0.93,0.17,0.0
nh3d.csv,0.0,1.0,0.23,0.41,0.25,0.07,0.0,0.44,0.38,0.49,0.3,0.0
sarasvati.csv,0.32,0.0,0.61,0.92,0.0,0.05,0.99,0.64,0.0,0.43,0.04,0.0
wgs-assembler.csv,0.89,0.77,0.35,0.41,0.45,0.07,0.98,0.43,0.2,0.51,0.33,0.0
zabbix.csv,0.17,0.24,0.05,0.53,0.5,0.34,0.64,0.41,0.21,0.42,1.0,0.0
