,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.93,0.97,0.27,0.88,0.0,1.0,0.79,0.6,0.66,0.83,0.64,0.44
emulemorph.csv,0.13,0.0,0.06,0.26,0.09,0.0,0.18,0.0,0.0,0.17,0.01,0.12
jaxen.csv,0.03,0.0,0.1,0.11,0.13,0.0,0.33,0.0,0.2,0.09,0.01,0.04
jvcl.csv,0.0,0.0,0.0,0.05,0.13,0.0,0.11,0.16,0.01,0.07,0.0,0.01
m-m-m.csv,0.39,0.96,1.0,0.82,0.99,0.0,0.64,0.99,0.92,0.59,0.84,0.98
motu.csv,0.43,0.38,0.37,0.06,0.43,0.1,0.05,0.2,0.25,0.0,0.01,0.25
nh3d.csv,0.01,0.0,0.08,0.18,0.2,0.0,0.38,0.21,0.13,0.3,0.02,0.21
sarasvati.csv,0.13,0.01,0.41,0.01,0.01,0.1,0.03,0.13,0.0,0.09,0.02,0.03
wgs-assembler.csv,0.0,0.11,0.17,0.06,0.41,0.0,0.08,0.38,0.35,0.13,0.16,0.27
zabbix.csv,0.96,0.79,0.99,0.8,0.8,0.9,0.74,0.88,0.95,0.87,0.01,0.85
