,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.93,1.01,0.62,0.95,0.0,1.05,0.79,0.85,0.68,0.88,0.74,0.44
emulemorph.csv,0.83,1.0,1.0,0.95,0.88,0.86,1.02,1.0,0.17,1.02,0.98,1.01
jaxen.csv,1.0,1.0,0.82,0.65,0.93,1.0,1.05,0.0,0.54,0.77,0.94,1.0
jvcl.csv,1.0,1.0,0.12,1.0,0.88,0.98,1.01,0.82,1.0,1.0,1.0,1.0
m-m-m.csv,0.73,0.96,1.0,0.86,0.99,0.0,0.64,0.99,0.94,0.61,0.86,0.98
motu.csv,0.59,0.45,0.53,0.91,0.66,0.79,1.0,0.45,1.03,0.08,0.86,1.03
nh3d.csv,1.0,0.0,0.82,0.66,0.82,0.94,1.07,0.63,0.68,0.62,0.74,1.02
sarasvati.csv,0.73,1.0,0.56,0.09,1.0,0.97,0.03,0.42,1.0,0.62,0.97,1.0
wgs-assembler.csv,0.13,0.27,0.71,0.64,0.71,0.94,0.08,0.71,0.9,0.55,0.73,1.04
zabbix.csv,0.96,1.09,0.99,0.8,0.82,0.92,0.74,0.88,0.95,0.87,0.01,1.32
