,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.36,0.01,0.16,0.05,1.0,0.77,0.02,0.04,0.07,0.19,0.4,0.02
emulemorph.csv,0.44,0.0,0.0,0.02,0.33,1.0,0.0,0.0,1.0,0.0,0.5,0.0
jaxen.csv,0.0,0.0,0.18,0.19,0.18,0.0,0.0,1.0,0.12,0.43,0.8,0.0
jvcl.csv,0.0,0.0,1.0,0.0,0.25,1.0,0.0,0.07,0.0,0.0,0.0,0.0
m-m-m.csv,0.36,0.01,0.1,0.06,0.25,1.0,0.02,0.06,0.05,0.29,0.4,0.01
motu.csv,0.43,0.02,0.16,0.1,0.29,0.92,0.0,0.16,0.0,1.0,0.9,0.0
nh3d.csv,0.0,1.0,0.2,0.12,0.26,1.0,0.0,0.11,0.12,0.3,0.89,0.0
sarasvati.csv,0.55,0.0,0.14,0.91,0.0,0.67,0.33,0.21,0.0,0.56,0.5,0.0
wgs-assembler.csv,1.0,0.07,0.17,0.29,0.26,1.0,0.17,0.06,0.03,0.5,0.54,0.0
zabbix.csv,0.36,0.0,0.1,0.07,0.26,0.82,0.02,0.06,0.06,0.23,0.98,0.0
