,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.95,0.75,0.44,0.64,1.0,0.67,1.0,0.4,0.83,0.69,0.63,1.0
emulemorph.csv,0.18,0.0,0.0,0.09,0.12,0.14,0.0,0.0,0.83,0.0,0.02,0.0
jaxen.csv,0.0,0.0,0.19,0.36,0.08,0.0,0.0,1.0,0.5,0.23,0.06,0.0
jvcl.csv,0.0,0.0,0.88,0.0,0.12,0.02,0.0,0.2,0.0,0.0,0.0,0.0
m-m-m.csv,0.38,1.0,1.0,0.73,0.96,1.0,1.0,1.0,0.83,0.85,0.82,1.0
motu.csv,0.59,0.75,0.62,0.09,0.5,0.22,0.0,0.6,0.0,0.92,0.14,0.0
nh3d.csv,0.0,1.0,0.19,0.36,0.21,0.06,0.0,0.4,0.33,0.46,0.26,0.0
sarasvati.csv,0.28,0.0,0.62,0.91,0.0,0.04,1.0,0.6,0.0,0.38,0.03,0.0
wgs-assembler.csv,0.87,0.75,0.31,0.36,0.42,0.06,1.0,0.4,0.17,0.46,0.29,0.0
zabbix.csv,0.95,0.25,1.0,0.91,0.79,0.82,1.0,1.0,1.0,0.92,1.0,0.0
