,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,7.0,124.0,6.0,21.0,0.0,0.0,48.0,43.0,2.0,12.0,0.0,36.0
emulemorph.csv,1.0,355.0,158.0,41.0,5.0,0.0,61.0,86.0,0.0,58.0,0.0,103.0
jaxen.csv,108.0,355.0,3.0,6.0,2.0,60.0,61.0,0.0,14.0,0.0,0.0,103.0
jvcl.csv,108.0,355.0,0.0,169.0,2.0,0.0,61.0,13.0,109.0,58.0,161.0,103.0
m-m-m.csv,2.0,0.0,10.0,17.0,15.0,0.0,39.0,69.0,38.0,6.0,0.0,90.0
motu.csv,0.0,11.0,16.0,8.0,10.0,0.0,61.0,12.0,109.0,0.0,0.0,103.0
nh3d.csv,108.0,0.0,4.0,22.0,7.0,0.0,61.0,14.0,12.0,4.0,0.0,103.0
sarasvati.csv,0.0,355.0,15.0,0.0,92.0,0.0,2.0,5.0,109.0,2.0,2.0,103.0
wgs-assembler.csv,0.0,0.0,1.0,3.0,6.0,0.0,5.0,26.0,36.0,0.0,2.0,103.0
zabbix.csv,6.0,218.0,10.0,20.0,11.0,0.0,45.0,60.0,3.0,10.0,0.0,103.0
