,wgs-assembler.csv,nh3d.csv,jvcl.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,scen-connect.csv,jaxen.csv,emulemorph.csv,motu.csv,zabbix.csv,jfreechart.csv
blogentis.csv,0.52,0.02,0.23,0.09,1.0,0.72,0.04,0.07,0.13,0.3,0.49,0.04
emulemorph.csv,0.25,0.0,0.0,0.04,0.18,0.24,0.0,0.0,0.91,0.0,0.03,0.0
jaxen.csv,0.0,0.0,0.18,0.25,0.11,0.0,0.0,1.0,0.2,0.3,0.11,0.0
jvcl.csv,0.0,0.0,0.93,0.0,0.17,0.04,0.0,0.11,0.0,0.0,0.0,0.0
m-m-m.csv,0.37,0.02,0.18,0.11,0.4,1.0,0.05,0.11,0.09,0.43,0.53,0.02
motu.csv,0.5,0.04,0.25,0.1,0.36,0.35,0.0,0.25,0.0,0.96,0.24,0.0
nh3d.csv,0.0,1.0,0.19,0.18,0.23,0.11,0.0,0.17,0.18,0.36,0.4,0.0
sarasvati.csv,0.37,0.0,0.24,0.91,0.0,0.07,0.5,0.32,0.0,0.45,0.06,0.0
wgs-assembler.csv,0.93,0.13,0.22,0.32,0.32,0.11,0.29,0.11,0.05,0.48,0.38,0.0
zabbix.csv,0.52,0.01,0.18,0.14,0.39,0.82,0.04,0.12,0.11,0.37,0.99,0.0
