,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv
atomsite.csv,0.56,0.69,0.61,0.61,0.78,0.63,0.36,0.52,0.57,0.21,0.56,0.53,0.68,0.4,0.51,0.3
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.2,0.35,0.73
bionote.csv,0.42,0.79,0.35,0.11,0.26,0.05,0.2,0.42,0.37,0.31,0.25,0.45,0.96,0.6,0.43,0.16
bnetd.csv,0.3,0.0,0.36,0.45,0.4,0.47,0.5,0.0,0.63,0.53,0.67,0.0,0.64,0.73,0.47,0.21
emisview.csv,0.24,0.0,0.39,0.37,0.45,0.65,0.24,0.19,0.6,0.0,0.45,0.39,0.53,0.39,0.21,0.11
findbugs.csv,0.0,0.68,0.05,0.31,0.48,0.3,0.42,0.56,0.59,0.22,0.55,0.31,0.55,0.41,0.64,0.3
hazelcast.csv,0.46,0.66,0.63,0.61,0.96,0.5,0.51,0.57,0.46,0.56,0.53,0.67,0.68,0.69,0.48,0.66
jitterbit.csv,0.0,0.63,0.53,0.67,0.0,0.49,0.36,0.09,0.69,0.27,0.32,0.44,0.24,0.66,0.7,0.21
jppf-project.csv,0.44,0.43,0.46,0.3,0.7,0.4,0.51,0.46,0.42,0.45,0.39,0.77,0.65,0.62,0.54,0.3
kolmafia.csv,0.5,0.57,0.05,0.66,0.69,0.52,0.53,0.0,0.68,0.5,0.73,0.59,0.62,0.74,0.29,0.3
megasquirtavr.csv,0.0,0.0,0.55,0.42,0.0,0.0,0.42,0.49,0.58,0.62,0.0,0.58,0.33,0.46,0.17,0.17
qedo.csv,0.2,0.3,0.18,0.35,0.16,0.11,0.23,0.45,0.31,0.34,0.39,0.42,0.28,0.38,0.17,0.81
trackit.csv,0.2,0.24,0.34,0.3,0.28,0.2,0.66,0.09,0.34,0.51,0.29,0.2,0.15,0.16,0.29,0.06
wxlua.csv,0.35,0.35,0.44,0.26,0.24,0.26,0.49,0.05,0.51,0.73,0.13,0.41,0.46,0.43,0.41,0.48
x4x.csv,0.78,0.0,0.59,0.54,0.33,0.54,0.4,0.53,0.45,0.6,0.65,0.36,0.38,0.56,0.45,0.13
xharbour.csv,0.29,0.8,0.68,0.65,0.68,0.59,0.56,0.54,0.6,0.61,0.35,0.44,0.74,0.73,0.47,0.3
