,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,levent.csv,bacnet.csv,owlapi.csv,quark.csv,pnotepad.csv
bacnet.csv,0.64,0.14,0.71,0.36,0.65,0.47,0.6,0.62,0.6,0.46
gamestone.csv,0.11,0.87,0.15,0.42,0.33,0.0,0.0,0.19,0.0,0.1
gbif-providertoolkit.csv,0.55,0.0,0.36,0.23,0.71,0.05,0.45,0.68,0.47,0.49
heekscad.csv,0.76,0.43,0.64,0.51,0.65,0.52,0.64,0.61,0.69,0.64
igarden.csv,0.63,0.29,0.5,0.65,0.54,0.61,0.51,0.37,0.81,0.56
levent.csv,0.64,0.15,0.06,0.0,0.61,0.71,0.56,0.05,0.0,0.2
owlapi.csv,0.41,0.0,0.43,0.19,0.5,0.6,0.3,0.79,0.54,0.6
pnotepad.csv,0.62,0.72,0.63,0.17,0.44,0.6,0.6,0.41,0.0,0.84
quark.csv,0.47,0.29,0.41,0.07,0.34,0.1,0.06,0.37,0.84,0.27
xcsoar.csv,0.68,0.43,0.71,0.6,0.68,0.45,0.55,0.55,0.0,0.4
