,adaptagrams.csv,olsrd.csv,electric-core.csv,badtrinitycore.csv,aime.csv,geochat.csv
adaptagrams.csv,0.75,0.96,0.38,0.23,0.22,0.23
aime.csv,0.55,0.78,0.12,0.0,0.34,0.35
badtrinitycore.csv,0.0,0.67,0.31,0.37,0.17,0.32
electric-core.csv,0.57,0.82,0.41,0.18,0.19,0.24
geochat.csv,0.88,0.78,0.13,0.03,0.19,0.39
olsrd.csv,0.58,0.93,0.29,0.19,0.2,0.28
