,paintown.csv,smbopensoft.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,bscwweasel.csv,retromenu.csv,capcode.csv,botsnscouts.csv,nodal.csv,st-filteredstatistics.csv,lcfizvtop.csv,avisynth2.csv,powerfolder.csv,bzbyte.csv,mediaportal.csv,emite.csv,duplicati.csv,uface.csv
avisynth2.csv,0.0,0.0,0.0,0.0,1.0,0.22,0.6,0.33,0.25,0.4,1.0,0.25,0.6,0.25,0.92,0.18,0.5,1.0,0.78
botsnscouts.csv,0.67,0.51,0.71,0.73,0.79,0.16,0.32,0.13,0.76,0.28,0.85,0.38,0.09,0.05,0.79,0.25,0.51,1.0,0.91
bscwweasel.csv,0.67,0.86,0.67,0.56,0.81,0.33,0.5,0.23,0.7,0.4,1.0,0.09,0.05,0.12,0.83,0.28,0.33,1.0,0.87
bzbyte.csv,0.4,0.0,0.0,0.52,0.75,0.13,0.32,0.17,0.44,0.27,0.76,0.19,0.05,0.04,0.9,0.0,0.44,1.0,0.66
capcode.csv,0.4,0.75,0.64,0.8,0.75,0.14,0.44,0.3,0.59,0.37,0.78,0.23,0.07,0.03,0.84,0.2,0.35,0.98,0.79
emite.csv,0.7,0.51,0.91,0.66,0.82,0.2,0.49,0.1,0.71,0.23,0.79,0.33,0.09,0.36,0.75,0.25,0.57,1.0,0.75
fbmanager.csv,0.0,0.0,0.0,0.78,1.0,0.2,0.54,0.28,0.78,0.44,0.73,0.17,0.05,0.08,0.88,0.0,0.39,1.0,0.94
lcfizvtop.csv,0.43,1.0,0.68,0.74,0.76,0.19,0.38,0.18,0.59,0.3,0.76,0.38,0.0,0.1,0.89,0.23,0.45,1.0,0.9
mediaportal.csv,0.67,0.63,0.63,1.0,0.91,0.24,0.46,0.26,0.69,0.4,0.84,0.14,0.14,0.29,1.0,0.32,0.6,1.0,0.97
nodal.csv,0.36,1.0,0.75,0.44,0.72,0.12,0.21,0.27,0.55,0.52,0.91,0.11,0.0,0.0,0.67,0.15,0.47,1.0,0.91
paintown.csv,0.78,0.49,0.64,0.58,0.73,0.13,0.32,0.13,0.44,0.2,0.73,0.19,0.05,0.05,0.81,0.21,0.4,0.97,0.66
powerfolder.csv,0.7,0.48,0.75,0.65,0.74,0.12,0.46,0.07,0.8,0.24,0.8,0.35,0.13,0.31,0.78,0.27,0.4,1.0,0.61
retromenu.csv,0.0,1.0,1.0,0.73,0.95,0.29,0.57,0.17,0.9,0.44,1.0,0.5,0.0,0.33,0.94,0.33,0.5,1.0,0.94
smbopensoft.csv,0.4,0.8,0.59,0.33,0.74,0.11,0.27,0.17,0.43,0.36,0.75,0.21,0.05,0.04,0.71,0.18,0.44,0.98,0.86
sqlpower-library.csv,0.48,0.49,0.58,0.52,0.89,0.14,0.53,0.18,0.5,0.28,0.76,0.19,0.05,0.05,0.73,0.19,0.44,0.98,0.69
st-filteredstatistics.csv,0.52,0.49,0.61,0.53,0.72,0.12,0.33,0.17,0.61,0.25,0.97,0.14,0.05,0.04,0.8,0.19,0.4,0.98,0.63
triplea.csv,0.57,0.53,0.81,0.63,0.78,0.13,0.38,0.12,0.58,0.31,0.8,0.23,0.08,0.08,0.74,0.23,0.46,1.0,0.73
uface.csv,0.5,0.49,0.6,0.57,0.8,0.17,0.38,0.18,0.52,0.27,0.76,0.21,0.05,0.05,0.78,0.2,0.49,0.98,0.96
