,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.0,0.56,0.81,0.0,0.8,0.82,0.57
amateur-scrolls.csv,0.0,0.57,0.76,0.75,0.67,0.33,0.51
arcallians.csv,0.0,0.51,0.0,0.0,0.0,0.86,0.93
gebr.csv,0.0,0.48,0.31,0.42,0.38,0.36,0.43
jfreereport.csv,0.0,0.48,0.35,0.46,0.39,0.36,0.43
kml.csv,0.0,0.49,0.92,0.0,0.0,0.43,0.88
multitude.csv,0.0,0.42,0.4,0.43,0.83,0.34,0.4
