,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.0,0.59,0.48,0.0,0.15,0.31,0.46
amateur-scrolls.csv,0.0,0.84,0.4,0.2,0.65,0.97,0.54
arcallians.csv,0.0,0.77,0.0,0.0,0.0,0.36,0.2
gebr.csv,0.0,1.0,0.95,0.88,1.0,1.0,1.0
jfreereport.csv,0.0,1.0,1.0,1.0,1.0,1.0,1.0
kml.csv,0.0,0.68,0.1,0.01,0.0,0.86,0.22
multitude.csv,0.0,0.82,0.78,0.47,0.15,0.97,0.65
