,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.0,0.68,0.54,0.0,0.24,0.42,0.54
amateur-scrolls.csv,0.0,0.69,0.43,0.34,0.68,0.68,0.59
arcallians.csv,0.0,0.8,0.0,0.0,0.0,0.52,0.33
gebr.csv,0.0,0.69,0.44,0.84,0.59,0.65,0.69
jfreereport.csv,0.0,0.69,0.43,0.84,0.47,0.65,0.69
kml.csv,0.0,0.67,0.15,0.02,0.0,0.85,0.34
multitude.csv,0.0,0.66,0.46,0.63,0.23,0.66,0.66
