,jfreereport.csv,arcallians.csv,acegisecurity.csv,gebr.csv,amateur-scrolls.csv,kml.csv,multitude.csv
acegisecurity.csv,0.0,0.81,0.61,0.0,0.6,0.65,0.64
amateur-scrolls.csv,0.0,0.59,0.47,1.0,0.72,0.52,0.66
arcallians.csv,0.0,0.83,0.0,0.0,0.0,0.93,0.93
gebr.csv,0.0,0.52,0.28,0.81,0.42,0.48,0.52
jfreereport.csv,0.0,0.52,0.28,0.72,0.3,0.48,0.52
kml.csv,0.0,0.67,0.31,1.0,0.0,0.84,0.82
multitude.csv,0.0,0.55,0.32,0.98,0.5,0.5,0.68
