,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.74,0.2,0.82,0.5,0.56,0.83,0.63
libtorrent.csv,0.85,0.33,0.76,0.64,0.84,0.28,0.56
mcmc-jags.csv,0.41,0.57,0.72,0.1,0.58,0.5,0.65
nebuladevice.csv,0.78,0.43,0.0,0.71,0.0,0.39,0.31
olap-navigator.csv,0.04,0.2,0.25,0.17,0.3,0.0,0.2
pidgin.csv,0.26,0.43,0.63,0.1,0.36,0.28,0.21
sepgsql.csv,0.04,0.37,0.33,0.12,0.22,0.0,0.01
