,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,nebuladevice.csv
ikvm.csv,0.94,0.24,0.95,0.83,0.78,0.89,0.87
libtorrent.csv,0.85,0.68,0.76,0.76,0.84,0.4,0.57
mcmc-jags.csv,0.66,0.7,0.73,0.22,0.65,0.6,0.76
nebuladevice.csv,0.8,0.93,1.0,0.79,0.99,0.75,0.51
olap-navigator.csv,0.2,0.71,0.31,0.62,0.51,0.66,0.63
pidgin.csv,0.44,0.63,0.65,0.54,0.44,0.62,0.64
sepgsql.csv,0.49,0.7,0.36,0.74,0.44,0.7,0.93
