,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,aten.csv,papertoolkit.csv,ofbiz.csv,ibatisdb.csv,xcf.csv,web-cat.csv
cleartk.csv,0.79,0.57,0.61,0.99,0.51,0.51,0.61,0.45,0.56,0.53,0.72,0.0,0.52,0.55,0.66,0.46,0.3
encog-cs.csv,0.52,0.47,0.54,0.24,0.62,0.57,0.58,0.61,0.98,0.48,0.62,0.87,0.32,0.49,0.67,0.58,0.57
extprosys.csv,0.7,0.59,0.97,0.0,0.53,0.56,0.32,0.63,0.5,0.41,0.39,0.0,0.27,0.38,0.54,0.42,0.56
ibatisdb.csv,0.0,0.12,0.07,0.11,0.25,0.34,0.25,0.31,0.1,0.44,0.19,0.0,0.0,0.11,1.0,0.49,0.52
intact.csv,0.0,0.52,0.05,0.36,0.46,0.98,0.64,0.44,0.36,0.27,0.38,0.0,0.0,0.15,0.13,0.51,0.3
japano.csv,0.66,0.0,0.27,0.38,0.52,0.39,0.49,1.0,0.56,0.52,0.37,0.0,0.48,0.21,0.17,0.58,0.33
lockss.csv,0.96,0.05,0.07,0.05,0.13,0.09,0.1,0.07,0.27,0.93,0.38,0.2,0.0,0.05,0.07,0.11,0.0
ofbiz.csv,0.0,0.31,0.11,0.09,0.33,0.31,0.0,0.29,0.25,0.36,0.57,0.1,0.0,0.99,0.47,0.23,0.52
officefloor.csv,0.0,0.54,0.55,0.27,0.47,0.58,0.31,0.54,0.1,0.41,0.87,0.87,0.61,0.16,0.39,0.27,0.51
opennms.csv,0.0,0.28,0.29,0.19,1.0,0.16,0.5,0.14,0.23,0.44,0.13,0.45,0.0,0.17,0.1,0.15,0.19
papertoolkit.csv,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
rohxel.csv,0.6,0.6,0.25,0.71,0.53,0.65,1.0,0.47,0.67,0.59,0.58,0.59,0.46,0.57,0.65,0.69,0.58
sevenupdate.csv,0.33,1.0,0.0,0.0,0.53,0.48,0.49,0.37,0.49,0.68,0.21,0.0,0.35,0.57,0.13,0.58,0.51
web-cat.csv,0.0,0.21,0.37,0.44,0.33,0.37,0.5,0.36,0.13,0.06,0.06,0.42,0.0,0.16,0.1,0.28,0.96
xcf.csv,0.0,0.41,0.4,0.31,0.54,0.57,0.73,0.49,0.51,0.59,0.63,0.66,0.62,0.56,0.82,0.98,0.56
