,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,4.0,0.0,2.0,91.0,10.0,5.0,2.0,4.0,0.0,10.0,0.0
emono.csv,0.0,1.0,0.0,107.0,8.0,2.0,0.0,39.0,0.0,7.0,0.0
haggle.csv,0.0,0.0,0.0,224.0,9.0,7.0,0.0,124.0,1.0,0.0,0.0
hannosset.csv,84.0,114.0,68.0,224.0,56.0,0.0,367.0,124.0,76.0,71.0,0.0
jas.csv,84.0,114.0,1.0,17.0,56.0,74.0,0.0,0.0,76.0,71.0,0.0
jgossipforum.csv,84.0,0.0,1.0,0.0,56.0,74.0,367.0,124.0,76.0,71.0,121.0
madman.csv,84.0,0.0,0.0,224.0,0.0,0.0,2.0,124.0,76.0,71.0,0.0
mediate.csv,1.0,0.0,0.0,105.0,12.0,5.0,0.0,1.0,1.0,0.0,0.0
ngl.csv,3.0,0.0,1.0,60.0,13.0,5.0,0.0,9.0,1.0,5.0,0.0
pustefix.csv,0.0,0.0,3.0,108.0,56.0,74.0,0.0,24.0,76.0,3.0,0.0
synecdoche.csv,2.0,0.0,0.0,40.0,5.0,4.0,0.0,22.0,2.0,0.0,0.0
