,pustefix.csv,haggle.csv,mediate.csv,jgossipforum.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,coot.csv,synecdoche.csv,emono.csv
coot.csv,0.5,0.29,0.17,0.47,0.35,0.33,0.26,0.79,0.0,0.51,0.43
emono.csv,0.23,0.12,0.5,0.65,0.53,0.62,0.34,0.53,0.24,0.72,0.0
haggle.csv,0.26,0.02,0.0,0.09,0.29,0.51,0.28,0.08,0.54,0.26,0.14
hannosset.csv,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.05
jas.csv,0.0,0.0,0.2,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
jgossipforum.csv,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madman.csv,0.02,0.02,0.0,0.0,0.0,0.14,0.09,0.01,0.03,0.02,0.0
mediate.csv,0.29,0.29,0.0,0.69,0.37,0.16,0.29,0.41,0.22,0.09,0.24
ngl.csv,0.4,0.39,0.63,0.48,0.53,0.38,0.0,0.33,0.62,0.49,0.5
pustefix.csv,0.0,0.12,0.4,0.6,0.22,0.03,0.05,0.26,0.08,0.09,0.17
synecdoche.csv,0.21,0.29,0.5,0.31,0.24,0.32,0.34,0.37,0.24,0.0,0.31
