,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,xstore.csv,xreal.csv
agilitybook.csv,0.63,0.08,0.0,0.87,0.14,0.13,0.46,0.2
apolloplayer.csv,0.45,0.67,1.0,0.33,0.41,0.8,0.46,0.8
k3d.csv,0.53,0.08,0.0,0.87,0.06,0.77,0.28,0.2
redshell.csv,0.29,0.38,0.0,0.6,0.8,0.87,0.52,0.4
rtb-team.csv,0.11,0.46,0.0,0.8,0.12,0.07,0.26,0.6
xreal.csv,0.08,0.17,0.0,0.33,0.22,0.37,0.02,1.0
xstore.csv,0.5,0.38,1.0,0.0,0.29,0.67,0.67,0.0
