,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.78,0.35,0.51,0.41,0.52,0.57,0.28,0.04,0.17,0.63,0.56,0.51,0.22,0.88,1.0,0.47,0.26
chaosrts.csv,0.92,0.45,0.5,0.61,0.53,0.52,0.46,0.06,0.05,0.55,0.51,0.5,0.19,0.97,0.71,0.6,0.32
cortex-vfx.csv,0.88,0.47,0.62,0.56,0.7,0.79,0.56,0.08,0.4,0.65,0.65,0.64,0.38,0.91,1.0,0.58,0.5
fm-classic.csv,0.93,0.71,0.68,1.0,0.66,1.0,0.64,0.33,1.0,1.0,1.0,0.33,0.4,0.94,0.88,0.73,0.2
fritzing.csv,0.88,0.58,0.7,0.55,0.73,0.7,0.55,0.05,1.0,0.72,0.67,0.71,0.33,0.87,1.0,0.6,0.36
jlinalg.csv,0.95,0.54,0.46,0.45,0.46,0.47,0.27,0.06,0.08,0.57,0.52,0.38,0.22,0.92,0.81,0.46,0.3
loki-lib.csv,0.9,0.43,0.73,0.45,0.57,0.54,0.24,0.04,0.27,0.6,0.51,0.65,0.24,0.93,0.79,0.55,0.23
metacosm.csv,0.81,0.56,0.64,0.63,0.59,0.75,0.45,0.04,0.14,0.72,0.81,0.64,0.27,0.86,0.89,0.77,0.46
multitude.csv,0.92,0.53,0.57,0.42,0.54,0.66,0.3,0.07,0.19,0.6,0.74,0.48,0.23,0.9,0.91,0.59,0.32
ng4j.csv,1.0,0.86,0.61,0.76,0.82,0.68,0.47,0.08,0.25,0.87,0.63,0.54,0.22,0.97,1.0,0.51,0.47
phonon-vlc-mplayer.csv,0.88,0.54,0.7,0.6,0.61,0.63,0.64,0.02,0.33,0.77,0.67,0.61,0.43,0.91,1.0,0.58,0.38
playerstage.csv,0.94,0.48,0.6,0.69,0.64,0.67,0.54,0.03,0.25,0.74,0.69,0.54,0.23,0.93,0.98,0.48,0.4
qgis.csv,0.73,0.38,0.53,0.44,0.67,0.0,0.43,0.06,0.12,0.8,0.58,0.48,0.24,0.92,0.96,0.72,0.34
rsyslog.csv,0.77,0.36,0.55,0.41,0.66,0.78,0.29,0.04,0.11,0.56,0.58,0.45,0.22,0.89,0.84,0.57,0.3
rtrt-on-gpu.csv,0.83,0.25,0.39,0.28,0.43,0.41,0.08,0.0,0.58,0.41,0.45,0.35,0.16,0.83,0.62,0.36,0.17
superwaba.csv,0.89,0.63,0.68,0.49,0.58,0.86,0.29,0.05,0.28,0.67,0.71,0.48,0.3,0.91,0.72,0.6,0.29
unflobtactical.csv,0.71,0.36,0.53,0.54,0.56,0.7,0.61,0.04,0.17,0.77,0.62,0.63,0.28,0.91,0.85,0.49,0.33
