,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.0,0.05,0.36,0.0,0.49,0.56,0.27,0.13,0.0,0.59,0.59,0.73,0.05,0.0,0.82,0.0,0.13
chaosrts.csv,0.49,0.21,0.26,0.71,0.61,0.0,0.85,0.66,0.12,0.48,0.52,0.66,0.47,0.79,0.36,0.72,0.52
cortex-vfx.csv,0.48,0.72,0.54,0.66,0.47,0.47,0.41,0.81,0.24,0.41,0.41,0.28,0.6,0.58,0.32,0.65,0.29
fm-classic.csv,0.33,0.35,0.33,0.11,0.4,0.05,0.3,0.98,0.12,0.11,0.02,0.09,0.52,0.15,0.37,0.35,0.06
fritzing.csv,0.69,0.73,0.73,0.62,0.44,0.57,0.81,0.36,0.24,0.74,0.52,0.39,0.49,0.35,0.58,0.58,0.53
jlinalg.csv,0.83,0.34,0.38,0.63,0.26,0.46,0.43,0.62,0.3,0.55,0.56,0.36,0.0,0.67,0.62,0.34,0.61
loki-lib.csv,0.58,0.44,0.3,0.62,0.62,0.4,0.47,0.13,0.44,0.59,0.5,0.7,0.43,0.73,0.18,0.68,0.48
metacosm.csv,0.63,0.62,0.56,0.57,0.54,0.15,0.52,0.36,0.33,0.54,0.3,0.36,0.56,0.34,0.7,0.75,0.67
multitude.csv,0.72,0.57,0.68,0.51,0.63,0.69,0.61,0.78,0.57,0.4,0.7,0.65,0.38,0.51,0.82,0.67,0.69
ng4j.csv,0.35,0.28,0.7,0.59,0.48,0.6,0.81,0.83,0.12,0.61,0.38,0.49,0.17,0.25,0.48,0.62,0.71
phonon-vlc-mplayer.csv,0.48,0.71,0.63,0.67,0.61,0.68,0.81,0.34,0.12,0.7,0.54,0.52,0.52,0.69,0.57,0.66,0.53
playerstage.csv,0.64,0.64,0.74,0.73,0.57,0.67,0.79,0.36,0.12,0.67,0.54,0.55,0.47,0.5,0.63,0.47,0.78
qgis.csv,0.0,0.57,0.6,0.59,0.63,0.0,0.79,0.69,0.33,0.39,0.56,0.38,0.61,0.46,0.7,0.52,0.53
rsyslog.csv,0.0,0.13,0.64,0.41,0.68,0.8,0.6,0.0,0.33,0.54,0.63,0.63,0.21,0.48,0.27,0.59,0.39
rtrt-on-gpu.csv,0.24,0.34,0.28,0.36,0.3,0.39,0.18,0.0,0.73,0.35,0.4,0.28,0.38,0.24,0.26,0.35,0.33
superwaba.csv,0.39,0.7,0.57,0.52,0.69,0.51,0.54,0.43,0.53,0.68,0.6,0.56,0.58,0.68,0.21,0.37,0.52
unflobtactical.csv,0.24,0.35,0.6,0.72,0.63,0.57,0.7,0.55,0.24,0.75,0.61,0.46,0.68,0.68,0.66,0.51,0.7
