,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,0.88,0.52,0.68,0.58,0.67,0.71,0.43,0.08,0.29,0.76,0.69,0.63,0.36,0.93,0.88,0.64,0.41
chaosrts.csv,0.59,0.26,0.31,0.66,0.6,0.68,0.62,0.11,0.07,0.52,0.53,0.58,0.31,0.86,0.46,0.68,0.39
cortex-vfx.csv,0.59,0.59,0.56,0.61,0.52,0.55,0.44,0.14,0.27,0.47,0.47,0.35,0.46,0.71,0.42,0.62,0.33
fm-classic.csv,0.43,0.42,0.41,0.16,0.45,0.07,0.37,0.5,0.18,0.16,0.03,0.11,0.44,0.21,0.47,0.42,0.08
fritzing.csv,0.78,0.65,0.72,0.58,0.51,0.61,0.66,0.09,0.33,0.76,0.57,0.47,0.38,0.47,0.69,0.58,0.42
jlinalg.csv,0.88,0.38,0.59,0.57,0.59,0.55,0.41,0.11,0.13,0.62,0.59,0.53,0.36,0.8,0.78,0.61,0.41
loki-lib.csv,0.68,0.41,0.39,0.58,0.61,0.69,0.32,0.08,0.32,0.65,0.52,0.67,0.3,0.85,0.26,0.65,0.31
metacosm.csv,0.8,0.58,0.58,0.58,0.55,0.2,0.46,0.07,0.19,0.6,0.4,0.42,0.36,0.45,0.79,0.75,0.54
multitude.csv,0.8,0.53,0.66,0.56,0.63,0.69,0.44,0.13,0.29,0.74,0.71,0.56,0.37,0.64,0.88,0.64,0.47
ng4j.csv,0.46,0.38,0.67,0.64,0.56,0.62,0.61,0.15,0.14,0.69,0.44,0.49,0.36,0.34,0.59,0.63,0.56
phonon-vlc-mplayer.csv,0.59,0.62,0.65,0.63,0.61,0.68,0.71,0.04,0.15,0.73,0.58,0.54,0.45,0.87,0.67,0.63,0.43
playerstage.csv,0.73,0.55,0.71,0.71,0.58,0.68,0.65,0.06,0.14,0.7,0.58,0.53,0.37,0.62,0.73,0.62,0.55
qgis.csv,0.75,0.52,0.66,0.57,0.64,0.0,0.58,0.11,0.18,0.48,0.57,0.4,0.37,0.57,0.78,0.58,0.41
rsyslog.csv,0.86,0.53,0.62,0.56,0.67,0.79,0.43,0.08,0.16,0.59,0.64,0.55,0.36,0.92,0.36,0.58,0.33
rtrt-on-gpu.csv,0.32,0.35,0.31,0.32,0.33,0.45,0.11,0.0,0.64,0.41,0.41,0.29,0.25,0.33,0.33,0.35,0.22
superwaba.csv,0.49,0.65,0.6,0.5,0.67,0.6,0.38,0.09,0.36,0.7,0.63,0.52,0.39,0.93,0.29,0.43,0.37
unflobtactical.csv,0.67,0.51,0.67,0.64,0.62,0.61,0.64,0.08,0.18,0.77,0.62,0.5,0.41,0.89,0.77,0.63,0.47
