,recall,precision,pf,pci_20,ifa,wins
biopax.csv,0.99,0.51,0.97,0.42,1.0,3
chaosrts.csv,0.69,0.51,0.43,0.53,2.0,4
cortex-vfx.csv,0.42,0.62,0.22,0.5,1.0,10
fm-classic.csv,0.26,0.73,0.07,0.74,0.0,16
fritzing.csv,0.54,0.7,0.29,0.52,1.0,13
jlinalg.csv,0.78,0.46,0.69,0.48,2.0,0
loki-lib.csv,0.54,0.54,0.48,0.49,1.0,5
metacosm.csv,0.52,0.64,0.27,0.52,0.0,15
multitude.csv,0.76,0.54,0.54,0.44,1.0,6
ng4j.csv,0.55,0.63,0.22,0.62,1.0,14
phonon-vlc-mplayer.csv,0.61,0.61,0.27,0.53,1.0,11
playerstage.csv,0.64,0.6,0.28,0.53,1.0,12
qgis.csv,0.61,0.48,0.41,0.53,1.0,9
rsyslog.csv,0.72,0.55,0.58,0.43,2.0,2
rtrt-on-gpu.csv,0.3,0.39,0.5,0.73,2.0,1
superwaba.csv,0.55,0.6,0.36,0.42,1.0,7
unflobtactical.csv,0.7,0.56,0.52,0.45,1.0,8
