,jlinalg.csv,superwaba.csv,fritzing.csv,playerstage.csv,qgis.csv,rsyslog.csv,phonon-vlc-mplayer.csv,fm-classic.csv,rtrt-on-gpu.csv,unflobtactical.csv,multitude.csv,loki-lib.csv,cortex-vfx.csv,chaosrts.csv,biopax.csv,metacosm.csv,ng4j.csv
biopax.csv,1.0,0.99,0.9,1.0,0.83,0.79,0.93,0.97,1.0,0.77,0.75,0.5,0.99,1.0,0.0,1.0,0.97
chaosrts.csv,0.14,0.12,0.21,0.33,0.6,1.0,0.41,0.72,0.4,0.54,0.56,0.43,0.8,0.16,0.5,0.45,0.36
cortex-vfx.csv,0.21,0.49,0.3,0.37,0.17,0.12,0.11,0.54,0.06,0.27,0.22,0.09,0.26,0.42,0.0,0.42,0.08
fm-classic.csv,0.07,0.07,0.13,0.0,0.17,0.0,0.05,0.09,0.0,0.0,0.0,0.09,0.2,0.05,0.15,0.1,0.07
fritzing.csv,0.36,0.29,0.3,0.36,0.14,0.25,0.25,0.9,0.0,0.42,0.27,0.09,0.26,0.37,0.0,0.32,0.31
jlinalg.csv,0.14,0.14,0.88,0.65,0.93,0.79,0.86,0.75,0.69,0.69,0.68,0.89,1.0,0.42,0.65,0.9,0.51
loki-lib.csv,0.21,0.29,0.09,0.67,0.48,0.88,0.58,0.97,0.23,0.65,0.56,0.24,0.34,0.42,0.15,0.55,0.58
metacosm.csv,0.64,0.26,0.27,0.22,0.35,0.04,0.22,0.38,0.38,0.27,0.07,0.11,0.42,0.37,0.3,0.19,0.25
multitude.csv,0.21,0.26,0.55,0.8,0.62,0.42,0.71,0.59,0.54,0.88,0.27,0.48,0.89,0.42,0.3,0.42,0.61
ng4j.csv,0.0,0.02,0.44,0.12,0.09,0.29,0.36,0.5,0.06,0.12,0.22,0.24,0.96,0.05,0.0,0.68,0.27
phonon-vlc-mplayer.csv,0.21,0.34,0.25,0.31,0.38,0.46,0.16,0.6,0.04,0.27,0.27,0.2,0.18,0.58,0.0,0.45,0.27
playerstage.csv,0.14,0.37,0.52,0.23,0.28,0.38,0.26,0.46,0.06,0.31,0.25,0.28,0.84,0.26,0.05,0.84,0.42
qgis.csv,1.0,0.75,0.74,0.73,0.28,0.0,0.41,0.69,0.44,0.12,0.46,0.24,0.68,0.26,0.1,0.16,0.32
rsyslog.csv,1.0,0.97,0.55,0.87,0.33,0.25,0.7,1.0,0.5,0.65,0.58,0.52,0.95,0.84,0.15,0.39,0.27
rtrt-on-gpu.csv,0.14,0.86,0.36,0.7,0.33,0.79,0.64,0.43,0.1,0.77,0.53,0.28,0.84,0.32,0.5,0.52,0.49
superwaba.csv,0.14,0.22,0.23,0.36,0.56,0.08,0.51,0.87,0.27,0.5,0.25,0.37,0.37,0.68,0.25,0.19,0.41
unflobtactical.csv,0.93,0.9,0.75,0.47,0.52,0.25,0.15,0.68,0.21,0.31,0.42,0.15,0.58,0.63,0.45,0.81,0.59
