,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.47,0.32,1.0,1.0,1.03,0.92,0.95,0.63,0.91,0.53,1.02,0.75,1.0,0.81,0.98
e-bio-flow.csv,0.83,0.66,0.51,0.78,0.47,0.77,0.49,1.0,0.64,0.68,0.84,0.77,1.0,0.89,0.61
haggle.csv,0.52,0.58,0.64,0.66,1.05,0.6,0.62,0.3,0.56,0.31,0.78,0.55,1.02,0.56,0.7
hannosset.csv,0.94,0.92,0.95,0.99,1.0,0.9,0.76,1.0,0.91,0.76,0.3,0.83,1.04,0.66,0.88
jas.csv,0.55,0.54,1.0,0.59,0.66,0.65,0.79,0.51,0.82,0.5,0.9,0.56,0.15,0.56,0.82
jbpm.csv,0.93,0.91,1.0,0.29,1.0,0.89,0.78,1.0,0.92,1.0,1.0,0.98,1.01,0.92,0.93
jgossipforum.csv,0.5,0.51,0.85,0.8,1.02,0.65,0.65,0.08,0.64,0.38,1.09,0.53,1.0,0.87,0.6
joustsim.csv,0.77,0.84,0.76,0.44,0.79,0.55,0.68,0.34,0.23,0.55,0.7,0.59,0.49,0.7,0.49
log4net.csv,0.79,0.87,0.41,0.78,0.13,0.94,0.71,1.0,0.46,0.58,0.73,0.9,1.01,1.05,0.71
madman.csv,0.65,0.54,0.85,0.85,1.03,0.66,0.63,0.8,0.66,0.26,0.88,0.63,0.91,0.85,0.83
ngl.csv,0.9,0.47,0.82,0.74,0.82,0.93,0.72,0.49,0.38,0.73,0.8,0.49,0.7,0.93,0.73
nunit.csv,0.84,0.69,0.6,0.77,0.73,0.84,0.73,0.47,0.86,0.95,0.84,0.83,0.86,0.66,0.41
piccolo2d.csv,0.78,0.5,0.34,0.67,0.35,0.72,0.63,1.0,0.5,0.31,0.8,0.59,1.0,0.82,0.69
sblim.csv,0.61,0.26,0.41,0.6,1.01,0.91,0.55,1.0,0.47,0.82,0.89,0.81,1.0,0.94,0.78
wsmt.csv,0.83,0.7,0.92,0.59,0.74,0.92,0.77,1.0,1.1,1.0,1.01,0.85,0.81,0.28,0.76
