,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.5,0.58,0.0,0.94,0.97,0.9,0.92,0.83,0.86,0.67,0.79,0.77,0.83,0.38,0.88
e-bio-flow.csv,0.77,0.57,0.64,0.48,0.43,0.6,0.48,0.0,0.86,0.4,0.35,0.67,0.86,0.75,0.64
haggle.csv,0.41,0.49,0.8,0.68,0.56,0.45,0.47,0.7,0.54,0.53,0.36,0.42,0.81,0.49,0.39
hannosset.csv,0.89,0.85,0.94,0.98,0.86,0.92,0.96,0.0,0.78,0.86,0.82,0.99,0.91,0.93,0.69
jas.csv,0.42,0.62,0.83,0.55,0.52,0.48,0.62,0.52,0.86,0.48,0.48,0.45,0.76,0.53,0.97
jbpm.csv,0.67,0.8,0.5,0.73,0.75,0.88,0.8,0.0,0.73,0.0,0.0,0.75,0.92,0.83,0.8
jgossipforum.csv,0.41,0.46,0.86,0.8,0.7,0.47,0.45,0.95,0.8,0.4,0.4,0.44,0.75,0.39,0.83
joustsim.csv,0.43,0.41,0.55,0.5,0.5,0.47,0.44,0.57,0.65,0.39,0.33,0.45,0.51,0.46,0.52
log4net.csv,0.92,0.91,0.58,0.87,0.95,0.89,0.51,0.5,0.38,0.61,0.37,0.98,0.93,0.57,0.57
madman.csv,0.45,0.57,0.9,0.77,0.61,0.44,0.63,0.92,0.53,0.44,0.52,0.52,0.73,0.5,0.82
ngl.csv,0.43,0.48,0.38,0.42,0.45,0.48,0.33,0.5,0.34,0.39,0.35,0.44,0.44,0.33,0.41
nunit.csv,0.5,0.77,0.54,0.47,0.55,0.6,0.41,0.54,0.94,0.58,0.54,0.69,0.54,0.44,0.62
piccolo2d.csv,0.9,0.5,0.55,0.69,0.94,0.5,0.56,0.0,0.47,0.47,0.39,0.49,0.8,0.45,0.8
sblim.csv,0.52,0.53,0.52,0.72,0.88,0.91,0.37,0.92,0.57,0.46,0.91,0.57,0.86,0.44,0.71
wsmt.csv,0.92,0.95,0.81,0.87,0.95,0.95,0.8,0.5,0.79,0.67,0.88,0.98,0.75,0.62,0.51
