,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.59,0.77,0.0,0.0,0.0,0.08,0.07,0.4,0.09,0.5,0.0,0.26,0.0,0.89,0.02
e-bio-flow.csv,0.19,0.5,0.54,0.56,1.0,0.23,0.6,0.0,0.36,0.88,0.83,0.23,0.0,0.14,0.45
haggle.csv,0.7,0.73,0.38,0.38,0.0,0.59,0.47,0.8,0.55,0.75,0.5,0.67,0.0,0.74,0.8
hannosset.csv,0.07,0.18,0.08,0.02,0.0,0.11,0.3,0.0,0.27,0.25,0.83,0.21,0.0,0.34,0.2
jas.csv,0.85,0.64,0.0,0.67,0.67,0.36,0.4,1.0,0.18,0.75,0.17,0.63,1.0,0.69,0.2
jbpm.csv,0.07,0.09,0.0,0.75,0.0,0.11,0.23,0.0,0.09,0.0,0.0,0.02,0.0,0.09,0.08
jgossipforum.csv,0.63,0.59,0.15,0.23,0.0,0.38,0.47,1.0,0.36,0.75,0.0,0.55,0.0,0.37,0.42
joustsim.csv,0.89,0.82,0.31,0.88,0.33,0.64,0.47,1.0,0.82,0.88,0.83,0.79,0.62,0.54,0.7
log4net.csv,0.22,0.14,0.69,0.23,1.0,0.07,0.43,0.0,0.64,0.5,0.67,0.13,0.0,0.11,0.38
madman.csv,0.44,0.5,0.15,0.19,0.0,0.35,0.43,0.2,0.36,0.88,0.17,0.39,0.12,0.29,0.2
ngl.csv,0.96,0.77,1.0,0.94,1.0,0.97,0.87,0.8,0.82,1.0,0.67,0.62,0.75,1.0,0.8
nunit.csv,0.81,0.36,0.54,0.85,0.33,0.77,0.67,0.8,0.18,0.38,0.5,0.52,0.25,0.71,0.68
piccolo2d.csv,0.22,0.55,0.77,0.38,0.67,0.3,0.43,0.0,0.55,0.75,0.33,0.45,0.0,0.29,0.32
sblim.csv,0.63,0.86,0.69,0.42,0.0,0.09,0.57,0.0,0.55,1.0,0.17,0.75,0.0,0.46,0.25
wsmt.csv,0.19,0.32,0.15,0.5,0.33,0.12,0.33,0.0,0.09,0.0,0.0,0.15,0.38,0.77,0.6
