,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.57,0.47,0.0,0.0,0.0,0.6,0.17,0.04,0.14,0.33,0.0,0.69,0.0,0.56,0.12
e-bio-flow.csv,0.38,0.23,0.28,0.11,0.05,0.85,0.55,0.0,0.57,0.18,0.08,0.77,0.0,0.42,0.31
haggle.csv,0.46,0.27,0.25,0.18,0.0,0.71,0.47,0.07,0.23,0.4,0.07,0.64,0.0,0.63,0.24
hannosset.csv,0.22,0.1,0.06,0.02,0.0,0.67,0.38,0.0,0.08,0.29,0.23,0.48,0.0,0.86,0.12
jas.csv,0.46,0.3,0.0,0.16,0.03,0.82,0.31,0.04,0.29,0.22,0.04,0.63,0.32,0.63,0.24
jbpm.csv,0.67,0.4,0.0,0.42,0.0,1.0,0.47,0.0,0.09,0.0,0.0,1.0,0.0,0.5,0.6
jgossipforum.csv,0.5,0.33,0.29,0.13,0.0,0.78,0.42,0.23,0.8,0.3,0.0,0.7,0.0,0.42,0.4
joustsim.csv,0.38,0.21,0.14,0.22,0.02,0.73,0.39,0.06,0.53,0.21,0.1,0.62,0.12,0.54,0.32
log4net.csv,0.5,0.27,0.29,0.17,0.15,0.56,0.37,0.0,0.29,0.22,0.08,0.39,0.0,0.19,0.22
madman.csv,0.41,0.39,0.2,0.1,0.0,0.81,0.48,0.08,0.27,0.39,0.05,0.74,0.03,0.42,0.21
ngl.csv,0.36,0.33,0.16,0.15,0.03,0.65,0.41,0.04,0.31,0.18,0.07,0.69,0.07,0.56,0.23
nunit.csv,0.34,0.26,0.18,0.13,0.02,0.63,0.37,0.04,0.12,0.08,0.06,0.47,0.04,0.58,0.42
piccolo2d.csv,0.6,0.4,0.32,0.17,0.12,0.79,0.48,0.0,0.32,0.4,0.06,0.71,0.0,0.45,0.37
sblim.csv,0.4,0.5,0.29,0.28,0.0,0.64,0.49,0.0,0.43,0.17,0.04,0.53,0.0,0.41,0.24
wsmt.csv,0.42,0.35,0.06,0.18,0.02,0.45,0.33,0.0,0.03,0.0,0.0,0.67,0.05,0.84,0.2
