,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.45,0.03,0.79,0.88,0.86,0.89,0.0,0.4,0.42,0.28,0.97,0.88
emulemorph.csv,0.0,0.05,0.0,0.0,0.11,0.0,0.32,0.2,0.05,0.18,0.09,0.06
fulguro.csv,0.02,0.26,0.07,0.09,0.11,0.26,0.24,0.2,0.0,0.07,0.0,0.03
fw4spl.csv,0.45,0.69,0.01,0.43,0.57,0.5,0.28,0.6,0.79,0.39,0.51,0.69
gnome-jabber.csv,0.88,0.51,0.74,0.75,0.7,0.54,0.72,0.4,0.74,0.88,0.7,0.78
ipfilter.csv,0.78,0.72,0.8,0.97,0.38,0.83,0.8,1.0,0.0,0.6,0.7,0.78
ipfire-wall.csv,0.2,0.13,0.13,0.18,0.0,0.22,0.68,0.0,0.11,0.23,0.18,0.12
libmesh.csv,0.35,0.28,0.3,0.39,0.14,0.15,0.88,0.0,0.21,0.59,0.47,0.5
rockbox.csv,0.5,0.31,0.37,0.34,0.3,0.5,0.24,0.4,0.47,0.26,0.37,0.0
soar.csv,0.65,0.72,0.49,0.64,0.76,0.7,0.0,0.8,0.53,0.68,0.56,0.81
tencompetence.csv,0.38,0.15,0.34,0.38,0.14,0.67,0.52,0.0,0.0,0.03,0.2,0.16
xbrlapi.csv,0.02,0.26,0.38,0.66,0.22,0.65,0.72,0.0,0.32,0.45,0.54,0.16
