,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.5,0.99,0.15,0.05,0.36,0.38,1.0,0.93,0.77,0.59,0.12,0.39
emulemorph.csv,0.0,0.82,0.0,1.0,0.0,0.0,0.67,0.94,0.67,0.77,0.0,0.6
fulguro.csv,0.83,0.63,0.0,0.0,0.33,0.33,0.33,0.67,0.0,0.89,1.0,0.0
fw4spl.csv,0.56,0.71,0.95,0.02,0.28,0.36,0.67,0.95,0.61,0.66,0.13,0.21
gnome-jabber.csv,0.49,0.77,0.12,0.06,0.4,0.4,0.55,0.98,0.62,0.62,0.15,0.42
ipfilter.csv,0.52,0.7,0.13,0.06,0.44,0.37,0.57,0.94,1.0,0.74,0.15,0.38
ipfire-wall.csv,0.58,0.84,0.22,0.0,1.0,0.33,0.41,1.0,0.88,0.52,0.12,0.56
libmesh.csv,0.55,0.71,0.1,0.07,0.44,0.79,0.56,1.0,0.78,0.63,0.14,0.0
rockbox.csv,0.57,0.82,0.14,0.05,0.35,0.28,0.5,0.92,0.59,0.7,0.09,1.0
soar.csv,0.51,0.73,0.14,0.07,0.2,0.41,1.0,0.95,0.68,0.66,0.12,0.33
tencompetence.csv,0.48,0.57,0.06,0.05,0.55,0.35,0.55,1.0,1.0,0.98,0.16,0.55
xbrlapi.csv,0.98,0.78,0.15,0.05,0.56,0.3,0.54,1.0,0.74,0.68,0.12,0.71
