,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.43,0.99,0.92,0.83,1.0,0.96,0.03,0.28,0.59,0.23,1.0,0.95
emulemorph.csv,0.0,0.08,0.0,1.0,0.0,0.0,0.52,0.17,0.04,0.35,0.0,0.16
fulguro.csv,0.12,0.15,0.0,0.0,0.11,0.23,0.1,0.02,0.0,0.28,0.82,0.0
fw4spl.csv,0.55,0.58,0.85,0.17,0.44,0.5,0.45,0.57,0.5,0.43,0.55,0.32
gnome-jabber.csv,0.81,0.59,0.69,0.83,0.94,0.65,0.71,1.0,0.5,0.81,0.91,0.95
ipfilter.csv,0.81,0.56,0.77,1.0,0.61,0.85,0.87,0.89,1.0,0.95,0.91,0.79
ipfire-wall.csv,0.26,0.22,0.25,0.0,0.94,0.19,0.39,0.08,0.33,0.14,0.18,0.26
libmesh.csv,0.4,0.23,0.21,0.5,0.22,1.0,0.9,0.15,0.3,0.55,0.55,0.0
rockbox.csv,0.62,0.47,0.4,0.33,0.33,0.35,0.19,0.26,0.28,0.33,0.27,1.0
soar.csv,0.64,0.66,0.52,0.83,0.39,0.85,1.0,0.87,0.46,0.75,0.55,0.68
tencompetence.csv,0.33,0.07,0.15,0.33,0.33,0.65,0.52,0.03,0.11,0.98,0.27,0.32
xbrlapi.csv,0.98,0.31,0.44,0.67,0.56,0.5,0.68,0.05,0.37,0.52,0.55,0.63
