,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.45,0.99,0.55,0.38,0.45,0.38,0.04,0.31,0.59,0.27,0.13,0.4
emulemorph.csv,0.0,0.1,0.0,1.0,0.0,0.0,0.55,0.2,0.05,0.4,0.0,0.19
fulguro.csv,0.15,0.18,0.0,0.0,0.13,0.27,0.12,0.02,0.0,0.33,0.85,0.0
fw4spl.csv,0.55,0.49,0.87,0.2,0.44,0.5,0.49,0.53,0.39,0.46,0.54,0.32
gnome-jabber.csv,0.38,0.57,0.52,0.57,0.66,0.6,0.54,0.88,0.42,0.38,0.65,0.57
ipfilter.csv,0.53,0.47,0.49,0.13,0.61,0.47,0.52,0.0,1.0,0.75,0.65,0.52
ipfire-wall.csv,0.3,0.26,0.29,0.0,0.95,0.22,0.37,0.1,0.38,0.17,0.21,0.3
libmesh.csv,0.43,0.27,0.24,0.52,0.26,0.97,0.39,0.18,0.34,0.51,0.55,0.0
rockbox.csv,0.59,0.5,0.43,0.37,0.37,0.37,0.22,0.29,0.31,0.37,0.3,1.0
soar.csv,0.55,0.52,0.52,0.66,0.35,0.62,1.0,0.52,0.46,0.59,0.52,0.45
tencompetence.csv,0.36,0.09,0.18,0.36,0.38,0.54,0.51,0.04,0.13,0.98,0.31,0.37
xbrlapi.csv,0.98,0.35,0.47,0.56,0.59,0.46,0.53,0.06,0.41,0.53,0.53,0.66
