,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.46,0.99,0.25,0.1,0.53,0.54,0.06,0.43,0.67,0.33,0.22,0.55
emulemorph.csv,0.0,0.14,0.0,1.0,0.0,0.0,0.58,0.29,0.08,0.48,0.0,0.25
fulguro.csv,0.21,0.24,0.0,0.0,0.17,0.27,0.15,0.04,0.0,0.43,0.9,0.0
fw4spl.csv,0.55,0.64,0.9,0.04,0.34,0.42,0.54,0.71,0.55,0.52,0.21,0.26
gnome-jabber.csv,0.61,0.67,0.21,0.11,0.56,0.5,0.62,0.99,0.55,0.71,0.26,0.58
ipfilter.csv,0.64,0.62,0.22,0.11,0.51,0.51,0.69,0.92,1.0,0.83,0.26,0.51
ipfire-wall.csv,0.36,0.35,0.24,0.0,0.97,0.24,0.4,0.14,0.48,0.22,0.15,0.36
libmesh.csv,0.47,0.35,0.13,0.12,0.3,0.88,0.69,0.26,0.44,0.59,0.22,0.0
rockbox.csv,0.59,0.59,0.2,0.09,0.34,0.31,0.28,0.41,0.38,0.45,0.14,1.0
soar.csv,0.57,0.69,0.22,0.13,0.26,0.55,1.0,0.91,0.55,0.7,0.2,0.45
tencompetence.csv,0.39,0.12,0.09,0.09,0.41,0.46,0.53,0.06,0.2,0.98,0.2,0.4
xbrlapi.csv,0.98,0.44,0.22,0.1,0.56,0.38,0.6,0.1,0.49,0.59,0.2,0.67
