,xbrlapi.csv,codeblocks.csv,fw4spl.csv,emulemorph.csv,ipfire-wall.csv,libmesh.csv,soar.csv,gnome-jabber.csv,ipfilter.csv,tencompetence.csv,fulguro.csv,rockbox.csv
codeblocks.csv,0.0,0.0,42.0,30.0,6.0,0.0,0.0,0.0,0.0,2.0,2.0,15.0
emulemorph.csv,81.0,1.0,369.0,0.0,54.0,71.0,0.0,1.0,0.0,0.0,89.0,2.0
fulguro.csv,0.0,5.0,369.0,109.0,3.0,0.0,0.0,1.0,64.0,0.0,0.0,50.0
fw4spl.csv,0.0,5.0,0.0,3.0,7.0,0.0,0.0,3.0,0.0,0.0,2.0,15.0
gnome-jabber.csv,0.0,0.0,45.0,19.0,5.0,0.0,1.0,2.0,1.0,0.0,5.0,12.0
ipfilter.csv,0.0,5.0,62.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,2.0,14.0
ipfire-wall.csv,0.0,2.0,0.0,109.0,0.0,2.0,1.0,0.0,1.0,0.0,6.0,1.0
libmesh.csv,0.0,1.0,40.0,29.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,50.0
rockbox.csv,1.0,0.0,44.0,10.0,4.0,2.0,1.0,1.0,1.0,1.0,15.0,0.0
soar.csv,0.0,5.0,41.0,3.0,7.0,0.0,0.0,3.0,0.0,2.0,1.0,13.0
tencompetence.csv,0.0,1.0,30.0,32.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0
xbrlapi.csv,0.0,0.0,29.0,23.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,1.0
