,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,galaxium.csv
bochs.csv,0.22,0.2,0.6,0.5,0.68,0.33,0.45
encog-java.csv,0.39,0.06,0.1,0.31,0.38,0.16,0.2
galaxium.csv,0.23,0.3,0.47,0.62,0.44,0.36,0.62
h2database.csv,0.35,0.4,0.19,0.63,0.34,0.19,0.32
haphazard.csv,0.13,0.09,0.38,0.37,0.18,0.52,0.12
jaql.csv,0.28,0.31,0.43,0.62,0.45,0.34,0.6
raven-monitoring.csv,0.19,0.16,0.64,0.43,0.07,0.46,0.3
