,plearn.csv,re2c.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,moving-pictures.csv,xfce.csv,rebecca-aiml.csv,adobe-source.csv
adobe-source.csv,0.6,0.0,0.67,0.0,0.67,0.96,0.73,0.89,0.64,0.96
aubit4gl.csv,0.57,0.64,0.52,0.5,0.51,0.75,0.8,0.61,0.57,0.76
liferea.csv,0.47,0.48,0.48,0.83,0.67,0.64,0.56,0.43,0.77,0.6
moving-pictures.csv,0.57,0.78,0.53,0.83,0.4,0.85,0.54,0.6,0.75,0.62
opensim4opencog.csv,0.93,0.5,0.9,0.89,0.67,0.95,0.75,0.96,0.93,0.9
plearn.csv,0.73,0.88,0.71,0.92,0.43,0.97,0.74,0.95,0.85,0.74
psrchive.csv,0.92,0.0,0.9,0.67,0.89,0.91,0.5,0.98,0.86,0.91
re2c.csv,0.6,0.83,0.61,0.58,0.41,0.95,0.92,0.6,0.67,0.73
rebecca-aiml.csv,0.94,0.5,0.66,0.81,0.4,0.79,0.71,0.81,0.67,0.61
xfce.csv,0.44,0.42,0.45,0.35,0.41,0.4,0.35,0.47,0.62,0.43
