,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.42,0.94,0.61,1.0,0.86,0.1,0.9,0.18,0.27,0.88,0.83,0.86,0.76,0.3,1.0,0.98,0.89,0.98,0.76,0.94
bzbyte.csv,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0,1.0,1.0,0.28,1.0,1.0,0.19
carabiner.csv,0.38,0.87,0.88,0.66,0.45,0.85,0.87,0.72,0.69,0.5,0.76,0.52,0.94,0.3,0.76,0.8,0.5,0.24,0.24,0.44
chipster.csv,0.46,0.29,0.33,0.45,0.34,0.05,0.46,0.09,0.08,0.25,0.33,0.29,0.04,0.5,0.12,0.2,0.0,0.22,0.29,0.19
continuum-ide.csv,1.0,0.03,0.2,0.16,0.09,0.35,0.23,0.22,0.36,0.25,0.25,0.1,0.3,0.63,0.2,0.17,0.11,0.02,0.14,0.06
ctrlr.csv,0.19,0.55,0.4,0.26,0.48,0.3,0.08,0.78,0.32,1.0,0.42,0.09,0.16,0.13,0.06,0.34,0.5,0.06,0.62,0.19
galaxium.csv,0.23,0.29,0.36,0.13,0.48,0.2,0.44,0.37,0.25,0.62,0.21,0.13,0.46,0.13,0.59,0.17,0.39,0.41,0.57,0.44
ingex.csv,0.08,0.9,0.68,0.5,0.73,0.8,0.46,0.63,0.2,0.5,0.28,0.55,0.3,0.17,0.76,0.85,0.72,0.25,0.14,0.19
itext.csv,0.46,0.97,0.74,0.29,0.71,0.2,0.74,0.47,0.68,1.0,0.47,0.71,0.84,0.2,1.0,0.98,0.89,0.35,0.57,0.62
jgnash.csv,0.5,0.68,0.55,0.82,0.19,0.25,0.87,0.34,0.41,0.5,0.83,0.82,0.62,0.3,0.25,0.83,0.67,0.18,0.48,0.44
jppf-project.csv,0.58,0.55,0.74,0.61,0.59,0.8,0.44,0.85,0.69,0.12,0.72,0.56,0.62,0.8,0.71,0.66,0.44,0.78,0.9,0.75
jsr308-langtools.csv,1.0,1.0,0.94,1.0,0.79,0.05,1.0,0.0,0.54,1.0,1.0,0.78,0.0,0.67,1.0,1.0,1.0,1.0,0.95,0.94
lite.csv,1.0,0.26,0.21,0.18,0.04,0.15,0.59,0.36,0.73,0.38,0.51,0.18,0.48,0.8,0.51,0.32,0.44,0.08,0.1,0.56
octet.csv,0.35,0.32,0.75,0.55,0.49,0.9,0.82,0.39,0.24,0.38,0.19,0.56,0.3,0.63,0.12,0.71,0.28,0.51,0.24,0.19
owfs.csv,0.31,0.55,0.59,0.74,0.25,0.55,0.85,0.75,0.58,1.0,0.82,0.57,0.68,0.83,0.8,0.76,0.44,0.55,0.19,0.5
sidekar.csv,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.76,0.8,0.0,1.0,0.0,0.0
stemkit.csv,0.1,0.42,0.26,0.32,0.22,0.05,0.03,0.35,0.25,0.25,0.25,0.22,0.1,0.17,0.0,0.15,0.28,0.37,0.57,0.38
ta3d.csv,0.02,0.13,0.21,0.13,0.45,0.25,0.26,0.18,0.12,0.25,0.18,0.09,0.08,0.33,0.45,0.1,0.0,0.14,0.24,0.44
tigermud.csv,0.94,0.68,0.23,0.03,0.33,0.25,0.72,0.11,0.0,0.0,0.14,0.36,0.98,0.17,0.96,0.88,0.78,0.51,0.19,0.06
utgb.csv,0.33,0.26,0.41,0.18,0.3,0.0,0.05,0.22,0.25,0.12,0.14,0.05,0.48,0.1,0.04,0.07,0.06,0.2,0.43,0.31
