,beast-mcmc.csv,openefm.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jgnash.csv,jbasic.csv,apertium.csv,yarp0.csv,exist.csv,mp-rechnungs-und-kundenverwaltung.csv,wheat.csv,bigdata.csv,wsmt.csv,ambulant.csv,opendvr.csv,icescrum.csv
ambulant.csv,0.36,0.4,0.58,0.43,0.27,0.55,0.49,0.54,0.5,0.43,0.27,0.56,0.45,0.39,0.47,0.5,0.41,0.76,0.37,0.3
apertium.csv,0.41,0.31,0.28,0.52,0.64,0.54,0.47,0.06,0.5,0.74,0.8,0.35,0.31,0.66,0.29,0.48,0.34,0.32,0.0,0.48
beast-mcmc.csv,0.76,0.7,0.39,0.69,0.59,0.57,0.61,0.53,0.63,0.75,0.47,0.48,0.3,0.49,0.59,0.65,0.37,0.64,0.53,0.65
bigdata.csv,0.4,0.25,0.48,0.45,0.63,0.59,0.44,0.0,0.5,0.25,0.05,0.47,0.65,0.49,0.17,0.68,0.35,0.36,0.45,0.5
cuberok.csv,0.46,0.62,0.27,0.44,0.29,0.56,0.44,0.72,0.58,0.37,0.4,0.42,0.57,0.36,0.4,0.56,0.8,0.44,0.09,0.4
exist.csv,0.57,0.05,0.48,0.57,0.69,0.42,0.13,0.56,0.05,0.39,0.39,0.54,0.78,0.57,0.55,0.49,0.13,0.62,0.0,0.52
icescrum.csv,0.73,0.57,0.45,0.48,0.52,0.35,0.6,0.53,0.6,0.7,0.66,0.29,0.38,0.67,0.44,0.45,0.22,0.48,0.27,0.76
jbasic.csv,0.65,0.6,0.38,0.53,0.66,0.59,0.57,0.48,0.62,0.76,0.32,0.51,0.38,0.48,0.13,0.43,0.33,0.56,0.32,0.55
jgnash.csv,0.52,0.65,0.53,0.75,0.65,0.46,0.56,0.54,0.67,0.28,0.4,0.61,0.43,0.54,0.57,0.61,0.63,0.51,0.21,0.31
jrefactory.csv,0.38,0.5,0.71,0.42,0.37,0.17,0.37,0.57,0.35,0.33,0.27,0.52,0.13,0.3,0.52,0.19,0.27,0.52,0.4,0.35
jsecurity.csv,0.34,0.59,0.36,0.69,0.19,0.58,0.42,0.26,0.58,0.12,0.19,0.22,0.6,0.47,0.17,0.31,0.04,0.24,0.11,0.25
libopenmetaverse.csv,0.0,0.05,0.13,0.0,0.3,0.63,0.0,0.4,0.05,0.0,0.69,0.51,0.5,0.05,0.0,0.0,0.0,0.61,0.31,0.13
mobicents.csv,0.74,0.68,0.5,0.5,0.58,0.42,0.68,0.53,0.67,0.71,0.46,0.55,0.51,0.67,0.54,0.61,0.57,0.53,0.33,0.24
mp-rechnungs-und-kundenverwaltung.csv,0.48,0.48,0.47,0.48,0.41,0.13,0.51,0.31,0.32,0.21,0.78,0.23,0.2,0.61,0.05,0.52,0.67,0.39,0.21,0.41
opendvr.csv,0.64,0.62,0.28,0.46,0.47,0.0,0.56,0.27,0.6,0.47,0.4,0.23,0.4,0.58,0.36,0.57,0.13,0.36,0.58,0.57
openefm.csv,0.55,0.75,0.31,0.45,0.13,0.29,0.56,0.45,0.53,0.04,0.62,0.29,0.57,0.42,0.52,0.1,0.13,0.43,0.4,0.68
sidekar.csv,0.0,0.4,0.0,0.0,0.76,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
wheat.csv,0.58,0.52,0.35,0.44,0.49,0.42,0.52,0.48,0.56,0.51,0.64,0.35,0.59,0.53,0.69,0.48,0.2,0.61,0.54,0.62
wsmt.csv,0.18,0.37,0.05,0.12,0.04,0.13,0.29,0.06,0.1,0.29,0.05,0.14,0.18,0.11,0.13,0.22,0.75,0.06,0.06,0.0
yarp0.csv,0.42,0.55,0.49,0.45,0.67,0.4,0.58,0.47,0.44,0.24,0.79,0.7,0.6,0.5,0.57,0.49,0.13,0.55,0.31,0.49
