,avifile.csv,owfs.csv,rectracker.csv,zealos.csv,delphilhlplib.csv,opengs.csv,fluidium.csv,amygdala.csv,mumble.csv,jparsec.csv,loki-lib.csv,gnome-jabber.csv,ipfilter.csv,rockbox.csv
amygdala.csv,0.0,0.0,0.34,0.43,0.19,0.74,0.48,0.74,0.48,0.2,0.72,0.0,0.04,0.84
avifile.csv,0.8,0.64,0.3,0.17,0.68,0.15,0.52,0.42,0.08,0.2,0.86,0.53,0.59,0.11
delphilhlplib.csv,0.2,0.27,0.25,0.67,0.85,0.87,0.43,0.24,0.72,0.04,0.14,0.0,0.11,0.47
fluidium.csv,0.0,0.27,0.05,0.3,0.08,0.52,0.57,0.0,0.04,0.02,0.03,0.07,0.26,0.0
gnome-jabber.csv,0.0,0.64,0.68,0.43,0.45,0.65,0.62,0.45,0.84,0.51,0.59,0.63,0.74,0.79
ipfilter.csv,0.8,1.0,1.0,0.9,1.0,0.09,0.62,0.82,0.44,0.53,0.93,0.98,0.98,0.63
jparsec.csv,0.6,1.0,0.82,1.0,1.0,0.85,0.95,0.89,0.92,0.69,0.97,1.0,1.0,1.0
loki-lib.csv,0.4,0.91,0.66,0.93,0.68,0.15,0.14,0.26,0.92,0.38,0.62,0.92,0.28,0.47
mumble.csv,0.0,1.0,0.86,1.0,0.92,0.54,0.0,0.55,0.84,0.6,0.41,1.0,0.74,0.0
opengs.csv,0.4,0.64,0.57,0.6,0.55,0.76,0.48,0.45,0.76,0.78,0.28,0.32,0.46,0.47
owfs.csv,0.8,0.45,0.75,0.27,0.91,0.98,0.67,0.74,0.68,0.96,0.93,0.48,0.76,0.89
rectracker.csv,0.8,1.0,0.88,1.0,1.0,1.0,0.81,0.87,0.84,1.0,0.93,1.0,0.76,0.95
rockbox.csv,0.2,0.45,0.64,0.17,0.23,0.26,0.33,0.63,0.64,0.44,0.45,0.35,0.52,0.74
zealos.csv,0.2,0.0,0.38,0.77,0.02,0.0,0.0,0.0,0.0,0.18,0.14,0.02,0.0,0.0
