,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.6,0.59,0.0,0.36,0.48,0.0,0.57,0.33,0.7,0.42,0.73,0.49,0.55,0.13,0.35,0.45,0.0,0.62,0.0,0.35
alleg.csv,0.64,0.6,0.54,0.49,0.5,0.73,0.23,0.6,0.56,0.51,0.65,0.62,0.46,0.47,0.2,0.52,0.48,0.7,0.72,0.36
biodwh.csv,0.28,0.04,0.0,0.29,0.17,0.2,0.02,0.09,0.12,0.0,0.48,0.31,0.0,0.37,0.0,0.87,0.33,0.23,0.59,0.25
factor.csv,0.32,0.18,0.14,0.07,0.51,0.18,0.1,0.5,0.34,0.45,0.87,0.0,0.29,0.36,0.0,0.2,0.23,0.92,0.33,0.04
iaml.csv,0.65,0.41,0.35,0.61,0.17,0.56,0.66,0.21,0.53,0.12,0.6,0.54,0.93,0.42,0.11,0.62,0.49,0.41,0.41,0.66
icescrum.csv,0.56,0.65,0.43,0.64,0.52,0.29,0.28,0.31,0.41,0.61,0.47,0.49,0.54,0.7,0.26,0.62,0.31,0.51,0.67,0.54
jbasic.csv,0.62,0.59,0.63,0.76,0.48,0.0,0.37,0.51,0.27,0.51,0.13,0.58,0.7,0.55,0.0,0.44,0.62,0.0,0.68,0.58
jcache.csv,0.68,0.68,0.46,0.69,0.25,0.37,0.39,0.71,0.6,0.72,0.46,0.75,0.91,0.68,0.65,0.59,0.57,0.41,0.59,0.92
ktc.csv,0.74,0.65,0.55,0.69,0.72,0.59,0.3,0.66,0.63,0.51,0.71,0.5,0.73,0.69,0.55,0.53,0.49,0.33,0.69,0.61
moast.csv,0.07,0.3,0.0,0.0,0.13,0.0,0.48,0.58,0.16,0.0,0.17,0.36,0.0,0.51,0.97,0.24,0.0,0.06,0.0,0.39
natpad.csv,0.67,0.63,0.27,0.28,0.44,0.69,0.34,0.59,0.63,0.71,0.68,0.44,0.49,0.53,0.37,0.48,0.5,0.82,0.77,0.43
nebuladevice.csv,0.57,0.33,0.67,0.28,0.25,0.07,0.37,0.23,0.12,0.0,0.45,0.68,0.27,0.34,0.36,0.1,0.21,0.68,0.0,0.21
nosleepsoftware.csv,0.13,0.13,0.71,0.07,0.0,0.26,0.21,0.02,0.04,0.0,0.17,0.38,0.0,0.0,0.02,0.1,0.02,0.06,0.09,0.11
pixel-commandos.csv,0.21,0.32,0.0,0.23,0.44,0.13,0.4,0.35,0.34,0.52,0.0,0.16,0.99,0.19,0.78,0.29,0.12,0.02,0.15,0.28
riff-evolve.csv,0.7,0.62,0.0,0.34,0.56,0.35,0.51,0.69,0.57,0.7,0.74,0.37,0.76,0.59,0.66,0.69,0.12,0.55,0.53,0.84
rosegarden.csv,0.78,0.73,0.34,0.72,0.25,0.58,0.38,0.39,0.67,0.71,0.92,0.67,0.92,0.68,0.26,0.53,0.56,0.31,0.74,0.87
smarttag.csv,0.65,0.62,0.52,0.34,0.58,0.4,0.49,0.51,0.44,0.42,0.61,0.64,0.61,0.53,0.07,0.65,0.21,0.17,0.57,0.79
wxcode.csv,0.67,0.56,0.43,0.47,0.0,0.4,0.21,0.5,0.59,0.35,0.96,0.65,0.54,0.51,0.04,0.38,0.3,0.09,0.45,0.79
xined.csv,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.67
zemljanka.csv,0.46,0.4,0.57,0.0,0.57,0.56,0.13,0.53,0.49,0.46,0.51,0.49,0.67,0.64,0.45,0.13,0.84,0.0,0.47,0.0
