,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,1.0,0.33,0.0,0.0,0.95,0.09,0.11,0.9
apolloplayer.csv,0.09,1.0,0.01,0.0,0.92,0.06,0.33,0.82
k3d.csv,0.12,0.5,0.0,0.14,0.96,1.0,0.0,0.85
keyczar.csv,0.12,0.16,0.01,0.35,0.94,0.09,0.08,0.98
kowari.csv,1.0,0.0,0.0,0.0,1.0,0.12,1.0,0.5
redshell.csv,0.14,0.23,0.0,0.3,1.0,0.18,0.09,0.76
rtb-team.csv,0.21,0.32,0.0,1.0,0.94,0.11,0.12,0.76
