,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.89,0.42,0.0,0.0,0.34,0.32,0.47,0.43
apolloplayer.csv,0.29,0.97,0.95,0.0,0.31,0.25,0.34,0.33
k3d.csv,0.06,0.25,0.0,0.09,0.16,0.92,0.0,0.27
keyczar.csv,0.37,0.32,0.97,0.59,0.34,0.3,0.45,0.99
kowari.csv,0.04,0.0,0.0,0.0,0.01,0.12,1.0,0.02
redshell.csv,0.17,0.0,0.09,0.21,1.0,0.64,0.3,0.0
rtb-team.csv,0.62,0.59,0.0,1.0,0.34,0.26,0.67,0.43
