,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.0,0.23,0.48,0.08,0.38,0.53,0.31,0.13
apolloplayer.csv,0.43,0.0,0.2,0.16,0.62,0.58,0.05,0.2
k3d.csv,0.06,0.06,0.03,0.16,0.12,0.0,0.03,0.13
keyczar.csv,0.38,0.46,0.15,0.46,0.5,0.48,0.42,0.07
kowari.csv,0.0,0.04,0.08,0.08,0.0,0.13,0.0,0.07
redshell.csv,0.96,1.0,0.98,0.95,0.0,0.7,0.92,1.0
rtb-team.csv,0.36,0.38,0.3,0.0,0.5,0.34,0.45,0.4
