,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.93,0.35,0.0,0.0,0.47,0.14,0.18,0.53
apolloplayer.csv,0.13,0.98,0.02,0.0,0.45,0.1,0.31,0.43
k3d.csv,0.07,0.29,0.0,0.09,0.23,0.95,0.0,0.36
keyczar.csv,0.18,0.21,0.03,0.44,0.47,0.13,0.14,0.99
kowari.csv,0.05,0.0,0.0,0.0,0.01,0.11,1.0,0.04
redshell.csv,0.24,0.38,0.0,0.46,1.0,0.3,0.16,0.86
rtb-team.csv,0.31,0.41,0.0,1.0,0.47,0.15,0.21,0.52
