,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,xbg.csv,gdis.csv,loki-lib.csv,exl.csv
avifile.csv,0.16,0.17,0.0,0.26,0.03,0.25,0.06,0.29,0.36,0.21,0.86,0.96,0.49,0.04,0.85,0.98,0.85
baadengine.csv,0.18,0.94,0.75,0.8,0.28,0.46,1.0,0.83,1.0,0.51,0.73,0.96,0.98,0.35,1.0,1.0,0.77
bibedt.csv,0.03,0.45,1.0,0.46,0.31,0.67,0.49,0.27,0.64,0.04,0.23,0.25,0.22,0.33,0.15,0.17,0.46
exl.csv,0.08,0.69,1.0,0.73,0.24,0.78,0.04,0.72,0.58,0.3,0.29,0.1,0.46,0.51,0.38,0.09,0.0
gdis.csv,0.25,0.42,0.75,0.81,0.62,0.37,0.78,0.81,0.67,1.0,0.72,0.48,0.32,0.38,0.08,0.52,0.54
gogoego.csv,0.11,0.37,0.5,0.21,0.45,0.46,0.31,0.31,0.35,0.53,0.23,0.15,0.39,0.45,0.31,0.04,0.08
httpcontentparser.csv,0.38,0.55,0.25,0.34,0.48,0.11,0.0,0.47,0.84,0.02,0.26,0.69,0.37,0.04,0.0,0.26,0.23
jaxlib.csv,0.16,0.34,0.5,0.59,0.66,0.48,0.15,0.55,0.11,0.74,0.46,0.06,0.22,0.31,0.0,0.24,0.46
jgameai.csv,0.0,0.14,0.0,0.05,0.03,0.37,0.99,0.15,0.09,0.06,0.24,0.21,0.54,0.11,0.31,0.0,0.0
jhotdraw.csv,0.85,0.74,0.75,0.81,0.97,0.83,0.0,0.97,0.16,0.83,0.56,0.67,0.59,0.76,1.0,0.43,0.85
loki-lib.csv,0.34,0.8,1.0,0.91,0.45,0.65,0.68,0.75,0.74,0.62,0.58,0.67,0.54,0.75,0.46,0.3,0.15
patterntesting.csv,1.0,0.97,1.0,0.97,0.9,0.97,1.0,0.97,0.87,0.15,0.98,0.92,0.98,0.96,0.92,0.87,1.0
pokeglobal.csv,0.83,0.8,1.0,0.41,0.28,0.48,1.0,0.38,0.86,0.47,0.67,0.62,0.73,0.24,0.23,0.28,0.62
werx.csv,0.99,0.85,0.0,1.0,0.97,0.98,1.0,0.94,1.0,1.0,0.99,0.98,1.0,0.98,1.0,1.0,0.69
xbg.csv,0.34,0.12,0.0,0.07,0.17,0.03,0.1,0.08,0.06,0.51,0.2,0.06,0.12,0.27,0.0,0.07,0.15
zealos.csv,0.08,0.14,0.0,0.17,0.0,0.11,0.35,0.1,0.13,0.15,0.04,0.33,0.12,0.07,0.23,0.11,0.0
