,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.41,0.52,0.57,0.66,0.26,0.4,0.4,0.07,0.44,0.22,0.54,0.57,0.54,0.79,0.72,0.37,0.11,0.43
archive-crawler.csv,0.53,0.37,0.56,0.48,0.28,0.48,0.59,0.4,0.55,0.35,0.62,0.6,0.46,0.62,0.51,0.27,0.06,0.53
customwars.csv,0.48,0.72,0.49,0.64,0.33,0.47,0.46,0.4,0.91,0.48,0.55,0.54,0.29,0.34,0.38,0.36,0.58,0.51
gbif-providertoolkit.csv,0.33,0.47,0.54,0.37,0.57,0.7,0.4,0.62,0.62,0.43,0.52,0.39,0.29,0.23,0.51,0.47,0.11,0.38
gss.csv,0.71,0.64,0.35,0.05,0.75,0.46,0.68,0.6,0.66,0.65,0.27,0.56,0.42,0.0,0.66,0.73,0.69,0.8
heekscad.csv,0.78,0.68,0.45,0.75,0.77,0.64,0.58,0.52,0.77,0.65,0.54,0.67,0.5,0.51,0.62,0.61,0.21,0.69
ikvm.csv,0.32,0.52,0.83,0.45,0.36,0.4,0.39,0.47,0.71,0.5,0.45,0.51,0.5,0.4,0.29,0.31,0.69,0.54
jaxen.csv,0.23,0.43,0.66,0.66,0.46,0.59,0.46,0.59,0.98,0.53,0.46,0.42,0.46,0.35,0.52,0.32,0.59,0.43
jcae.csv,0.59,0.39,0.4,0.87,0.54,0.54,0.45,0.1,0.79,0.6,0.64,0.67,0.29,0.42,0.4,0.48,0.06,0.46
levent.csv,0.66,0.21,0.27,0.85,0.05,0.68,0.69,0.71,0.86,0.56,0.17,0.61,0.65,0.43,0.82,0.38,0.0,0.34
nicepress.csv,0.59,0.67,0.26,0.25,0.67,0.63,0.58,0.0,0.74,0.83,0.51,0.59,0.52,0.54,0.43,0.58,0.53,0.3
pnotepad.csv,0.67,0.65,0.34,0.0,0.71,0.32,0.68,0.56,0.57,0.57,0.09,0.63,0.64,0.26,0.73,0.88,0.5,0.63
qcad2.csv,0.34,0.48,0.6,0.77,0.49,0.17,0.8,0.6,0.43,0.17,0.49,0.68,0.67,0.57,0.67,0.34,0.1,0.7
qedo.csv,0.07,0.17,0.45,0.35,0.33,0.39,0.07,0.02,0.44,0.25,0.0,0.05,0.05,0.0,0.02,0.52,0.74,0.37
quarkplusplus.csv,0.4,0.17,0.39,0.62,0.63,0.17,0.63,0.37,0.23,0.37,0.5,0.51,0.64,0.43,0.73,0.55,0.26,0.24
sigil.csv,0.65,0.62,0.36,0.68,0.61,0.6,0.75,0.52,0.75,0.6,0.54,0.71,0.65,0.73,0.82,0.58,0.16,0.57
xcsoar.csv,0.68,0.72,0.45,0.77,0.4,0.7,0.71,0.39,0.77,0.59,0.62,0.53,0.42,0.48,0.65,0.25,0.26,0.51
xuggle.csv,0.63,0.58,0.65,0.17,0.74,0.48,0.36,0.41,0.81,0.62,0.38,0.64,0.55,0.35,0.56,0.57,0.72,0.5
