,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,xreal.csv
agilitybook.csv,0.62,0.94,0.99,0.43,0.95,0.84,0.49,0.83
apolloplayer.csv,0.45,0.53,0.39,0.67,0.45,0.39,0.4,0.55
k3d.csv,0.96,0.67,0.86,0.6,0.86,0.76,0.86,0.97
kowari.csv,0.47,0.76,0.95,0.43,0.67,0.6,0.67,0.77
redshell.csv,0.89,0.97,0.41,0.83,0.56,0.4,0.57,0.74
rtb-team.csv,0.8,0.61,0.99,0.5,0.96,0.88,0.93,0.94
xreal.csv,0.97,0.82,0.97,0.71,0.98,0.6,0.57,0.88
